,job_title,job_url,job_summary,job_salary,job_location,job_quals
54,  IT SPECIALIST  NETWORK DATAMGT   ,https://www.usajobs.gov//job/703548200,     Summary           Click on  Learn more about this agency  button below to view         Eligibilities        being considered and other         IMPORTANT        information             The primary purpose of this position is to serve as an Information Technology  IT  specialist responsible for base level assistance in the operation and maintenance of the installation s computer network and to provide technical assistance  training  and support to customers           Learn more about this agency       ,------63-736-------82-854-----------,         Lackland AFB  TX         vacancy    ,     Qualifications       In order to qualify  you must meet the requirements described in the Office of Personnel Management  OPM  Qualification Standards for General Schedule Positions  Information Technology  IT  Management Series  GS       Alternate A         https   www opm gov policy data oversight classification qualifications general schedule qualification standards      information technology it management series      alternative a                 Experience       Must have IT related experience demonstrating each of the four competencies listed below  Attention to Detail  Customer Service  Oral Communication  and Problem Solving       AND      one year of specialized experience at the next lower grade GS    or equivalent in other pay systems  which includes knowledge of LAN WAN principles and practices sufficient to troubleshoot and maintain the stability of communication lines and equipment  Knowledge of LAN WAN standards and equipment sufficient to install  configure  and troubleshoot LAN and WAN components such as routers  hubs  switches  and servers  Knowledge of network principles  concepts  equipment  and tools sufficient to assist in planning and maintaining network services  to install  test  and configure workstations and peripherals  and to instruct customers in accessing network services              OR        EDUCATION          Successfully completed a master s or equivalent graduate degree          OR           full years of progressively higher level graduate education leading to a master s degree or equivalent graduate degree in computer science  engineering  information science  information systems management  mathematics  operations research  statistics  or technology management or a degree that provided a minimum of    semester hours in one or more of the fields identified above and required the development or adaptation of applications  systems or networks  Note  You must submit copies of your official transcripts              FEDERAL TIME IN GRADE  TIG  REQUIREMENT FOR GENERAL SCHEDULE  GS  POSITIONS       Merit promotion applicants must meet applicable time in  grade requirements to be considered eligible  One year at the GS   level is required to meet the time in grade requirements for the GS   level  TIG applies if you are in a current GS position or held a GS position within the previous    weeks  NOTE  Applicants applying as VEOA candidates who are current GS civil service employees or are prior GS civil service employees within the past    weeks must also meet time in grade requirements              KNOWLEDGE  SKILLS AND ABILITIES  KSAs        Your qualifications will be evaluated on the basis of your level of knowledge  skills  abilities and or competencies in the following areas             Knowledge of basic LAN WAN and system principles and practices sufficient to install  configure  and troubleshoot components              Knowledge of customer support principals  methods  and procedures for documenting problem resolutions and providing guidance and training to customers              Knowledge of concepts and techniques required to assist in the planning  operation  and maintenance of a LAN WAN  including the installation and implementation of enhancements              Knowledge of the procedures and techniques necessary to gather  synthesize  and draw conclusions regarding trend analysis              Ability to analyze routine network problems and recommend solutions              Ability to communicate factual and procedural information clearly  both orally and in writing                  PART TIME OR UNPAID EXPERIENCE       Credit will be given for appropriate unpaid and or part time work  You must clearly identify the duties and responsibilities in each position held and the total number of hours per week              VOLUNTEER WORK EXPERIENCE       Refers to paid and unpaid experience  including volunteer work done through National Service Programs  i e   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student and social   Volunteer work helps build critical competencies  knowledge and skills that can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     
55,  IT Specialist  Data Management   ,https://www.usajobs.gov//job/709063100,     Summary                This position is located in the Air Traffic Organization  ATO   Safety and Technical Training  Policy  amp  Performance Directorate  Safety Analysis Group   AJI                    The Safety Analysis Group is responsible for managing the development of safety performance targets  automated tools  and data integration efforts in support of the risk identification  assessment  and mitigation efforts               Learn more about this agency       ,------117-639-------182-374---------------------------------------------------------32-49------------------------------------------------------------------------------212-100-----,         Washington        ,     Qualifications           To qualify for this position you must demonstrate in your application that you possess at least one year of specialized experience equivalent to the FV I  FG GS    level  This experience is typically related to the line of work of the position to be filled and which has equipped the applicant with the particular knowledge  skills  and abilities to successfully perform the duties of the position  To be creditable  specialized experience must have been at least equivalent to the next lower level in the normal line of progression for the occupation in the organization                      Specialized experience is defined as                      Experience using PostgreSQL and MySQL to configure  design  develop  and administer  a variety of relational data services on premises or in the cloud             Experience using data profiling  metadata  quality rules and metrics development to serve as a project manager or team leader in the development of analytical products and dashboards           You should include relevant examples of the specialized experience in your work history  Errors or omissions may impact your rating or may result in you not being considered             Answer all questions to the best of your ability  DO NOT ASSUME THAT BECAUSE YOU HOLD  OR HAVE HELD THIS POSITION  YOU WILL AUTOMATICALLY BE FOUND ELIGIBLE  You may be asked to provide evidence or documentation that you have this type of experience later in the selection process  Your responses are subject to verification through job interviews  or any other information obtained during the application process  Any exaggeration of your experience or any attempt to conceal information can result in disqualification                 Applicants who fail to demonstrate possession of any of the above criteria           AND          who do not provide the required documentation will receive no further consideration for this position                Applicants may be asked to verify information on your application for employment with the FAA             All qualification requirements must be met by the closing date of this vacancy announcement             Eligible applicants meeting the minimum qualification requirements and or selective placement factor s   SPF  may be further evaluated on the Knowledge  Skills and Abilities  KSA  and or Quality Ranking Factor  QRF  listed in the announcement  Based on this evaluation  applicants will be placed in one of the following categories      score order      category grouping      alphabetical  or     priority grouping  and referred to the selecting official for selection consideration        
56,  IT SPECIALIST  PLCYPLN DATAMGT   ,https://www.usajobs.gov//job/710542900,     Summary           Click on  Learn more about this agency  button below for         IMPORTANT        additional information             The primary purpose of this position is to provide technical expertise to support and contribute to the definition negotiation  establishment  implementation  and continuing refinement of a comprehensive data governance framework             Organizational location of this position is  Data Governance Team  Office of Chief Data Officer  J      Command Staff  United States Cyber Command  Fort Meade  MD          Learn more about this agency       ,------112-015-------145-617-----------,         Fort Meade  MD        ,     Qualifications           This is a GG    position in the Defense Civilian Intelligence Personnel System  DCIPS   The GG    duties for the  Professional  work category are at the  Full Performance  work level and are equivalent to those at the GS    level  The selectee s salary will be set within the grade equivalent to a GS GG grade based on the selectee s qualifications in relation to the job             In order to qualify  you must meet the education and or experience requirements described below   Your resume must clearly describe your relevant experience  if qualifying based on education  your transcripts will be required as part of your application              NOTE  You must meet both the Basic Qualifications and Specialized Experience requirements stated below                 BASIC REQUIREMENTS             For all positions individuals must have IT related experience demonstrating each of the four competencies listed below  The employing agency is responsible for identifying the specific level of proficiency required for each competency at each grade level based on the requirements of the position being filled              Attention to Detail        Is thorough when performing work and conscientious about attending to detail           Customer Service        Works with clients and customers  that is  any individuals who use or receive the services or products that your work unit produces  including the general public  individuals who work in the agency  other agencies  or organizations outside the Government  to assess their needs  provide information or assistance  resolve their problems  or satisfy their expectations  knows about available products and services  is committed to providing quality products and services           Oral Communication        Expresses information  for example  ideas or facts  to individuals or groups effectively  taking into account the audience and nature of the information  for example  technical  sensitive  controversial   makes clear and convincing oral presentations  listens to others  attends to nonverbal cues  and responds appropriately           Problem Solving        Identifies problems  determines accuracy and relevance of information  uses sound judgment to generate and evaluate alternatives  and to make recommendations              NOTE  IN ADDITION TO MEETING THE BASIC REQUIREMENTS ABOVE APPLICANT MUST ALSO MEET THE QUALIFICATION REQUIREMENTS LISTED BELOW                 Specialized Experience          Your resume must reflect the quality level of experience which demonstrates the possession of the knowledge  skills  abilities  and competencies necessary for successful job performance required for this position  Examples of creditable experience include  Demonstrate the ability to apply this knowledge base and associated analytical skills to difficult and complex work assignments  such as those associating with providing technical and functional expertise to help define  win support for  and integrate enterprise level strategies for the integration of data governance policies  plans  and standards into all levels and aspects of IT program planning and management   Note  Creditable experience may include previous military experience  experience gained in the private sector  or experience gained in another government agency              KNOWLEDGE  SKILLS AND ABILITIES  KSAs         Your qualifications will be evaluated on the basis of your level of knowledge  skills  abilities and or competencies in the following areas             Knowledge of and skill in leveraging emerging information technologies and concepts  and best practices for data governance  big data solutions  and analytic design in support of military planning and operations          Skill in applying program project planning and management concepts and methods  and in coordinating the collective efforts of multi functional teams          Ability to lead and champion enterprise level strategic plan and policy  win support for continuing support for data governance  and identify and prioritize data quality initiatives          Knowledge of U S  statutes and DoD policy authorizing activities allowed to be undertaken by military cyber operations          Ability to contribute to the development and continuing implementation of a data governance framework that encompasses strategic  tactical  and operational roles and responsibilities          Ability to communicate complex information verbally and in writing  and to make presentations to elicit the support of senior level leaders              PART TIME OR UNPAID EXPERIENCE        Credit will be given for appropriate unpaid and or part time work  You must clearly identify the duties and responsibilities in each position held and the total number of hours per week              VOLUNTEER WORK EXPERIENCE        Refers to paid and unpaid experience  including volunteer work done through National Service Programs  i e   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student and social   Volunteer work helps build critical competencies  knowledge and skills that can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     
57,  Student Trainee  Data Analysis   ,https://www.usajobs.gov//job/711456300,     Summary                We are looking for students to hire into Pathways Intern Program   This program facilitates the college to career transition by providing opportunities in a variety of career tracks                    Location of position                 Public Buildings Service  Business Strategy Branch  Philadelphia  PA                     At this time we are only filling one vacancy  however additional vacancies may be filled from this announcement as needed               Learn more about this agency       ,------36-973-------48-064-----------,         Philadelphia       FEW vacancies    ,     Qualifications           For each job on your resume  provide                the exact dates you held  each job  from month year to month year              number of hours per week you worked  if part time                If you have volunteered your service through a National Service program  e g   Peace Corps  Americorps   we encourage you to apply and include this experience on your resume             For a brief video on creating a Federal resume  click         here                     The         GS           salary range starts at            per year           If you are a new federal employee  your starting salary will likely be set at the Step   of the grade for which you are selected                        To qualify at the           GS             level  you must have completed at least two full academic years of post high school study OR an associate s degree in a qualifying program                    NOTE         Qualifications are based on length and level of experience  Therefore  in addition to describing duties performed  applicants must provide the exact dates of each period of employment  from month year to month year  and the number of hours per week if part time  Qualification determinations cannot be made when resumes do not include the required information  so failure to provide this information may result in disqualification  For a brief video on How to Create a Federal Resume  click         here                        
58,  UX  amp  Data Visualization Designer  ,https://www.usajobs.gov//job/709606500,     Summary           This position is located in GAO s Science  Technology Assessment   amp  Analytics  STAA  Team  STAA is devoted to enhancing  amp  expanding its support to Congress in conducting technology assessments  oversight of federal science and technology programs   amp  development of innovative analytical techniques in carrying out audits and evaluations  To learn more visit          STAA              Learn more about this agency       ,------92-058-------146-315-----------,         Washington        ,     Qualifications       You must have   year     weeks  of specialized experience at the next lower band or level equivalent to the GS    in the Federal Service  or comparable private public sector experience which has equipped you with the skills and knowledge to successfully perform the duties of the position  Specialized experience for this position is defined as            knowledge of and demonstrated expertise applying user experience techniques and related functions         demonstrated expertise with human centered design of digital products  e g  applications and or websites  to support the development of digital data science products that meet the expectations of external users  and        demonstrated expertise with interactive data visualization designs using commonly available data visualization tools and scripting languages  e g  Tableau  R Shiny  ArcGIS  Linkurious  ggplot  Plot ly  D   and or PowerBI               Work samples demonstrating your experience with human centered design  HCD  and interactive data visualizations must be provided as part of your application package  Graphics developed using Microsoft Office suite or Adobe design tools are insufficient for this purpose             You must meet all qualifications requirements before the closing date of the announcement     
59,  UX  amp  Data Visualization Designer  ,https://www.usajobs.gov//job/709608500,     Summary           This position is located in GAO s Science  Technology Assessment   amp  Analytics  STAA  Team  STAA is devoted to enhancing  amp  expanding its support to Congress in conducting technology assessments  oversight of federal science and technology programs   amp  development of innovative analytical techniques in carrying out audits and evaluations  To learn more visit          STAA              Learn more about this agency       ,------92-058-------146-315-----------,         Washington        ,     Qualifications       You must have   year     weeks  of specialized experience at the next lower band or level equivalent to the GS    in the Federal Service  or comparable private public sector experience which has equipped you with the skills and knowledge to successfully perform the duties of the position  Specialized experience for this position is defined as            knowledge of and demonstrated expertise applying user experience techniques and related functions         demonstrated expertise with human centered design of digital products  e g  applications and or websites  to support the development of digital data science products that meet the expectations of external users  and        demonstrated expertise with interactive data visualization designs using commonly available data visualization tools and scripting languages  e g  Tableau  R Shiny  ArcGIS  Linkurious  ggplot  Plot ly  D   and or PowerBI               Work samples demonstrating your experience with human centered design  HCD  and interactive data visualizations must be provided as part of your application package  Graphics developed using Microsoft Office suite or Adobe design tools are insufficient for this purpose             Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience          You must meet all qualifications requirements before the closing date of the announcement     
60,  Health Scientist  Data Scientist   ,https://www.usajobs.gov//job/709708600,     Summary           As a global leader in public health  amp  health promotion  CDC is the agency Americans trust with their lives  In addition to our everyday work  each CDC employee has a role in supporting public health emergency management  whether through temporary assignments to emergency responses or sustaining other CDC programs and activities while colleagues respond  Join our team to use your talent  training   amp  passion to help CDC continue as the world s premier public health organization  Visit         www cdc gov              Learn more about this agency       ,------104-008-------135-209-----------,         Atlanta  GA         vacancy    ,     Qualifications                Basic Qualifications                     Bachelor s or graduate higher level degree  major study in an academic field related to the medical field  health sciences or allied sciences appropriate to the work of the position  This degree must be from an educational program from an accrediting body recognized by the       U S  Department of Education  external link       at the time the degree was obtained                   Minimum Qualifications                     Applicants must have one year of specialized experience at or equivalent to the GS    level of difficulty and responsibility in the Federal service as defined in the next paragraph          Specialized experience is experience at or equivalent to which is directly related to the position which has equipped the applicant with the particular knowledge  skills and abilities  KSAs  to successfully perform the duties of the position to include       experience using and providing consultation on the use of data science tools  methods  and statistical learning models to collect  code  classify  and analyze public health surveillance research  and administrative health data             Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     
61,  Health Scientist  Data Scientist   ,https://www.usajobs.gov//job/709708700,     Summary           As a global leader in public health  amp  health promotion  CDC is the agency Americans trust with their lives  In addition to our everyday work  each CDC employee has a role in supporting public health emergency management  whether through temporary assignments to emergency responses or sustaining other CDC programs and activities while colleagues respond  Join our team to use your talent  training   amp  passion to help CDC continue as the world s premier public health organization  Visit         www cdc gov              Learn more about this agency       ,------104-008-------135-209-----------,         Atlanta  GA         vacancy    ,     Qualifications                Basic Qualifications                     Bachelor s or graduate higher level degree  major study in an academic field related to the medical field  health sciences or allied sciences appropriate to the work of the position  This degree must be from an educational program from an accrediting body recognized by the       U S  Department of Education  external link       at the time the degree was obtained                   Minimum Qualifications                     Applicants must have one year of specialized experience at or equivalent to the GS    level of difficulty and responsibility in the Federal service as defined in the next paragraph          Specialized experience is experience at or equivalent to which is directly related to the position which has equipped the applicant with the particular knowledge  skills and abilities  KSAs  to successfully perform the duties of the position to include       experience using and providing consultation on the use of data science tools  methods  and statistical learning models to collect  code  classify  and analyze public health surveillance research  and administrative health data             Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     
62,  Health Scientist  Data Scientist   ,https://www.usajobs.gov//job/710310800,     Summary           As a global leader in public health  amp  health promotion  CDC is the agency Americans trust with their lives  In addition to our everyday work  each CDC employee has a role in supporting public health emergency management  whether through temporary assignments to emergency responses or sustaining other CDC programs and activities while colleagues respond  Join our team to use your talent  training   amp  passion to help CDC continue as the world s premier public health organization  Visit         www cdc gov              Learn more about this agency       ,------116-393-------151-308-----------,         Anywhere in the U S   remote job         ,     Qualifications           Basic Qualifications          Bachelor s or graduate higher level degree  major study in an academic field related to the medical field  health sciences or allied sciences appropriate to the work of the position  This degree must be from an educational program from an accrediting body recognized by the US Department of Education at the time the degree was obtained              Minimum Qualifications             Applicants must have one year of specialized experience at or equivalent to the       GS         level of difficulty and responsibility in the Federal service as defined in the next paragraph          Specialized experience is experience at or equivalent to which is directly related to the position which has equipped the applicant with the particular knowledge  skills and abilities  KSAs  to successfully perform the duties of the position to include experience planning  implementing  and evaluating public health informatics policies or strategies in the application of data collection  management  and analysis              Documenting Experience       In accordance with Office of Personnel Management policy  federal employees are assumed to have gained experience by performing duties and responsibilities appropriate for their official series and grade level as described in their position description  Experience that would not normally be part of the employee s position is creditable  however  when documented by satisfactory evidence  such as a signed memorandum from the employee s supervisor or an SF    or SF    documenting an official detail or other official assignment  The documentation must indicate whether the duties were performed full time or  if part time  the percentage of times the other duties were performed  It is expected that this documentation is included in the employee s official personnel record  In order to receive credit for experience in your resume that is not within the official series and grade level of your official position  you must provide a copy of the appropriate documentation of such experience as indicated above          Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     
63,  Data Scientist  Recent Graduates   ,https://www.usajobs.gov//job/710983900,     Summary                The Federal Energy Regulatory Commission  FERC  is ranked within the top   mid size agencies through the Partnership for Public Service s Best Places to Work in the Federal Government Rankings  Our           Pathways Recent Graduates Program          provides first hand developmental experiences in the energy industry  while gaining exposure to the Commission s work  This position is in the Office of Enforcement  For more information visit            OE                   Learn more about this agency       ,------53-105-------84-441-----------,         Washington        ,     Qualifications                      Eligibility               In order to be eligible for our Recent Graduates Program  you must                Be a recent graduate who has completed  within the last two years  a qualifying associates  bachelors  maters  professional  doctorate  vocational  or technical degree or certificate from a           qualifying educational institution                             AND                        Meet the qualification standards  e g   series and grade                Veterans unable to apply within two years of receiving their degree  due to military service obligations  have as much as six years after degree completion to apply                      Qualifications               To view the educational qualification requirements of Data Scientist  GS       please visit          Data Scientist                   You MUST submit transcripts to receive consideration              Additionally  at the GS   level   You can qualify based on your education                OR             one full year of specialized experience at or equivalent to the GS    level                OR             have a combination of education and experience  please be specific how you are combining education and experience   Specialized experience is defined as   experience using common programming languages such as Python  R  SQL  or SAS           Additionally  at the GS   level   You can qualify based on your education          OR        one full year of specialized experience at or equivalent to the GS   level          OR        have a combination of education and experience  please be specific how you are combining education and experience    Specialized experience is defined as   experience using common programming languages such as Python  R  SQL  or SAS to support a data warehouse           Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills  and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including any volunteer experience                Please do not cut and paste  the position description  specialized experience  or occupational assessment questionnaire from this announcement into your resume  as this will not be considered a demonstration of your qualifications for this position            
64,  PROGRAM ANALYTICS  DATA  amp  ANALYTICS   ,https://www.usajobs.gov//job/710585000,     Summary           You will serve as a PROGRAM ANALYST  DATA  amp  ANALYTICS  in the POM Section  Fleet Personnel Resources  amp  Program  Fleet Personnel Development  amp  Allocation Division  Director Maritime Headquarters of COMMANDER US FLEET FORCES COMMAND           Learn more about this agency       ,------99-714-------129-625-----------,         Norfolk  VA         vacancy    ,     Qualifications       Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS    grade level or pay band in the Federal service or equivalent experience in the private or public sector  Specialized experience must demonstrate the following        Experience programming resources and developing policies to ensure Fleet Forces commands sustain current and future manpower funding readiness levels in support of a high state of operational capability        Experience developing and preparing data pipelines for projects both internal to the organization and for external organizations to meet the analytic needs of the Fleet        Experience using analytic tools to evaluate data quality  produce discrepancy reports  and troubleshoot problems to ensure data integrity        Experience analyzing and recommending the linking of data systems that support the Fleet s data initiatives and ensure alignment of data between core systems        Experience preparing reports  charts  advanced visualizations and narratives for senior level presentations and briefings        Experience proficiently using coding languages such as SQL to enable data engineering  data analysis  and data science solutions          Additional qualification information can be found from the following Office of Personnel Management website        https   www opm gov policy data oversight classification qualifications general schedule qualification standards  url List by Occupational Series                Management and Program Analysis Series       opm gov        
65,  Lead IT Specialist  Data Management   ,https://www.usajobs.gov//job/709955000,     Summary           This position is a Lead IT Specialist  Data Management   Division of Management Information Systems Branch  employing office located at the Bemidji Area Office  Bemidji  MN  This position reports to the Chief Information Officer or designee                   Learn more about this agency       ,------98-496-------128-043-----------,         Bemidji  MN        ,     Qualifications       To qualify for this position  your resume must state sufficient experience and or education  to perform the duties of the specific position for which you are applying          Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  social   You will receive credit for all qualifying experience  including volunteer and part time experience  You must clearly identify the duties and responsibilities in each position held and the total number of hours per week              BASIC REQUIREMENT S                  Experience         Experience must be IT related  the experience may be demonstrated by paid or unpaid experience and or completion of specific  intensive training  for example  IT certification   as appropriate  For all positions individuals must have IT related experience demonstrating each of the four competencies listed below  The employing agency is responsible for identifying the specific level of proficiency required for each competency at each grade level based on the requirements of the position being filled           Attention to Detail        Is thorough when performing work and conscientious about attending to detail           Customer Service        Works with clients and customers  that is  any individuals who use or receive the services or products that your work unit produces  including the general public  individuals who work in the agency  other agencies  or organizations outside the Government  to assess their needs  provide information or assistance  resolve their problems  or satisfy their expectations  knows about available products and services  is committed to providing quality products and services           Oral Communication        Expresses information  for example  ideas or facts  to individuals or groups effectively  taking into account the audience and nature of the information  for example  technical  sensitive  controversial   makes clear and convincing oral presentations  listens to others  attends to nonverbal cues  and responds appropriately           Problem Solving        Identifies problems  determines accuracy and relevance of information  uses sound judgment to generate and evaluate alternatives  and to make recommendations              AND                Specialized Experience for GS           One     year of Specialized Experience equivalent to at least the GS    Grade Level           Examples of Specialized Experience include       Experience in project management in health information advancements changes by analyzing systems for the prerequisites for total system upgrade  Experience in maintaining Windows and RPMS  Resource Patient Management System  patches and ensuring they are updated and monitored  Experience in operating  maintaining  troubleshooting  and correcting errors encountered in daily operations of RPMS software  Experience in following all IT and Area operational and security guidelines  Develops and implements advanced systems for data management programs  perform periodic reviews of database systems to ensure continued operational efficiency and cost effectiveness  consults and advises other users and subordinates on the use  availability and limitations of the various data systems  determines the level of database documentation required for programs and systems in accordance with established documentation standards  Experience in data elements and their relationship to the Area statistical  quality control  billing and medical records reporting requirements  Experience in managing projects  assignments  and collaboration and training of others to meet critical project deadlines              Specialized Experience Defined       Specialized experience is experience that has equipped the applicant with the particular competencies knowledge  skills  and abilities to successfully perform the duties of the position and is typically in or related to the work of the position to be filled  Such experience is typically gained in the IT field or through the performance of work where the primary concern is IT  The employing agency is responsible for defining the specialized experience based on the requirements of the position being filled              Time In Grade         Federal employees in the competitive service are also subject to the Time In Grade Requirements  Merit Promotion  status  candidates must have completed one year of service at the next lower grade level  Time In Grade provisions do not apply under the Excepted Service Examining Plan  ESEP      
66,  IT SPECIALIST  DATAMGT SYSANALYSIS   ,https://www.usajobs.gov//job/710129800,     Summary           Click on  Learn more about this agency  button below to view         Eligibilities        being considered and other         IMPORTANT        information             The primary purpose of this position is to perform as a senior Information Technology Specialist and provide installation support for a variety of Information Technology  IT  activities  including complex data management  systems analysis  and applications software development and implementation issues           Learn more about this agency       ,------82-830-------107-680-----------,         Robins AFB  GA        ,     Qualifications       Experience requirements are described in the Office of Personnel Management  OPM  Qualification Standards for General Schedule Positions  Information Technology  IT  Management Series        Due to the use of     day rosters  this period of experience may be completed within     days of the closing date of this announcement              SPECIALIZED EXPERIENCE       Applicants must have at least one year     weeks  of specialized experience at the next lower grade GS     or equivalent in other pay systems  Examples of specialized experience includes knowledge of a full range of database management concepts  operations  design principles  methodologies  and approaches used in designing  developing  testing  implementing  managing  and maintaining database systems that meet current and future organizational business requirements  Knowledge of a broad range of IT principles  methods  advancements  policies  systems concepts and analysis  design  development  testing and applications  both hardware and software  NOTE  Creditable experience may include previous military experience  experience gained in the private sector  or experience gained in another government agency           NOTE       Due to the use of     day rosters  this period of experience may be completed within     days of the closing date of this announcement              FEDERAL TIME IN GRADE  TIG  REQUIREMENT FOR GENERAL SCHEDULE  GS  POSITIONS       Merit promotion applicants must meet applicable time in  grade requirements to be considered eligible  One year at the GS    level is required to meet the time in grade requirements for the GS    level  TIG applies if you are in a current GS position or held a GS position within the previous    weeks              KNOWLEDGE  SKILLS AND ABILITIES  KSAs        Your qualifications will be evaluated on the basis of your level of knowledge  skills  abilities and or competencies in the following areas             Knowledge of a broad range of systems analysis concepts  techniques  and principles sufficient to evaluate business practices and processes  evaluate the feasibility of systems development projects  and develop functional requirements and specifications          Knowledge of complex data management concepts  principles  and methods sufficient to evaluate effectiveness of systems  develop and design programs  and to conduct performance testing activities to optimize processes          Knowledge of applications software development and design concepts and techniques sufficient to design  develop  code  test  and debug large and complex programs          Knowledge of the basics of software programming languages such as COBOL  VISUAL BASIC  C  C    Ada  JAVA  FORTRAN and PASCAL          Ability to design  develop  test  evaluate  install  and fine tune IT programs          Ability to communicate orally and in writing sufficient to fully coordinate activities with management officials and other IT specialists  and to provide user training and support              PART TIME OR UNPAID EXPERIENCE       Credit will be given for appropriate unpaid and or part time work  You must clearly identify the duties and responsibilities in each position held and the total number of hours per week              VOLUNTEER WORK EXPERIENCE       Refers to paid and unpaid experience  including volunteer work done through National Service Programs  i e   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student and social   Volunteer work helps build critical competencies  knowledge and skills that can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     
67,  QUALITY ASSURANCE DATA TECHNICIAN  ,https://www.usajobs.gov//job/710328000,     Summary           You will serve as a Quality Assurance Data Technician in the LIFTING AND HANDLING DEPARTMENT   CODE     of PSNS and IMF           Learn more about this agency       ,------51-934-------67-514-----------,         Bremerton  WA         vacancy    ,     Qualifications       Your resume must demonstrate at least one year of specialize experience at or equivalent to the       GS        grade level or pay band in the Federal service or equivalent experience in the private or public sector  Specialized experience must demonstrate the following        utilizing a quality assurance database system to review  maintain  and update information to create accurate data reports and metrics tracking             Additional qualification information can be found from the following Office of Personnel Management website           https   www opm gov policy data oversight classification qualifications general schedule qualification standards      miscellaneous clerk and assistant series                  Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment     
