,job_title,job_url,job_summary,job_salary,job_location,job_quals,job_duties
11,  Data Scientist  ,https://www.usajobs.gov//job/711368100,     Summary                This position is within the Department of Commerce  DOC   National Oceanic and Atmospheric Administration  NOAA   National Marine Fisheries Service  NMFS   Northeast Fisheries Science Center  NEFSC  with one vacancy located in Woods Hole  Ma  Gloucester  Ma  or Narranganet  RI               Learn more about this agency       ,------110-798-------170-205-----------,         Gloucester  MA        ,     Qualifications           Qualification requirements in the vacancy announcements are based on the U S  Office of Personnel Management  OPM  Qualification Standards Handbook  which contains federal qualification standards  This handbook is available on the Office of Personnel Management s website located at          https   www opm gov policy                          BASIC REQUIREMENTS         This position has a positive Education Requirement in addition to at least one year of Specialized Experience OR substitution of education for experience OR combination  if applicable  in order to be found minimally qualified  Transcripts must be submitted with your application package  You MUST meet the following requirements                  Degree          A degree in mathematics  statistics  computer science  data science or field directly related to the position  The degree must be in a major field of study  at least at the baccalaureate level  that is appropriate for the position             OR            Have courses equivalent to a major field of study  30 semester hours  as shown in paragraph A above  plus additional education or appropriate experience             AND                 SPECIALIZED EXPERIENCE         In addition to meeting the basic requirement applicants must possess one year of specialized experience equivalent in difficulty and responsibility to the next lower grade level in the Federal Service  Specialized experience is experience that has equipped the applicant with the particular competencies knowledge  skills and abilities to successfully perform the duties of the position  This experience need not have been in the federal government                  To qualify at the ZP 4 GS 13 level                      SPECIALIZED EXPERIENCE         One year  52  weeks of specialized experience at the ZP 03 GS 12 grade level or equivalent pay band in the Federal Service  to include                Conducting research into new technology or methods  determining system requirements  and coordinating efforts with fisheries scientists and managers              Resolving fisheries data science challenges with new and innovative software approaches and advise suggestions for improvement and enhancements on a continual basis throughout the software development life cycle                   Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience        ,           Help       Duties                As a Data Scientist within the Northeast             Fisheries Science Center               some of your specific duties will include                    Lead the development and innovation of analytical products that meets organizational needs  security requirements  budget limitations  and timeliness that will bridge capability gaps within the organization              Act as the authoritative source for fisheries data science and analysis through the identification  analysis  and interpretation of trends and patterns in fisheries data to track performance and progress of fisheries science and management efforts              Utilize data science and best practices to complete assigned tasks and advise on the collection of fisheries scientific data in an assigned area              Lead efforts to resolve fisheries data science challenges with new and innovative software approaches and advise suggestions for improvement and enhancements on a continual basis throughout the software development life cycle              Oversee and execute the revision of existing data and information systems and procedures to correct deficiencies and maintain more effective data handling  conversion  input output requirements  and storage  among others            
12,  Data Scientist  ,https://www.usajobs.gov//job/711702800,     Summary           This position is located in the Policy and Planning  EWP   Environment  Fish and Wildlife Program  EW   Fish and Wildlife  E  organization  Bonneville Power Administration  BPA              The purpose of this position is to apply an extensive knowledge base of data management as it relates to data associated with  implementation metrics  high level indicators  metrics measures that track performance or completion of work  such as planned to actuals  as well as other applicable information           Learn more about this agency       ,------105-666-------137-363-----------,         Portland  OR        ,     Qualifications                BASIC REQUIREMENT                 A  Degree  Mathematics  statistics  computer science  data science or field directly related to the position  The degree must be in a major field of study  at least at the baccalaureate level  that is appropriate for the position         OR        B  Combination of education and experience  Courses equivalent to a major field of study  30 semester hours  as shown in paragraph A above  plus additional education or appropriate experience                  SPECIALIZED EXPERIENCE REQUIREMENTS                 A qualified candidate s online application and resume must demonstrate at least one year of specialized experience equivalent to the next lower grade level  GS 12  in the Federal service                  Specialized experience        for this position is defined as          Experience in  1  conducting data analysis of data sets related to implementation metrics that track performance or completion of work   2  identifying key parameters used for analyzing information of programs  operations  or activities  and  3  performing data mining  analytics  or analysis to develop and maintain an audit analytics program                      There is no substitution of education for experience at the GS 12 level                  Experience  refers to paid and unpaid experience  Examples of qualifying unpaid experience may include  volunteer work done through National Service programs  such as Peace Corps and AmeriCorps   as well as work for other community based philanthropic and social organizations  Volunteer work helps build critical competencies  knowledge  and skills  and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience        ,           Help       Duties                As a             Data Scientist               you will                    Develop and implement a plan to maintain large data sets managed in EW s cbfish system              Provide recommendations for future data analysis              Develop and implement a strategic plan for maintaining a data inventory of all F amp W Program internal and external data assets              Prepare interim and comprehensive final data analytic reports for EW subject matter staff  business and systems management and staff  or leadership and management officials              Engage with various personnel within EW and external partners to identify quality analytic techniques and methods to assist in analyses in varying degrees of complexity              Work closely with EW departments to coordinate and track existing work or the initiation of proactive projects           To ensure compliance with an applicable preliminary nationwide injunction  which may be supplemented  modified  or vacated  depending on the course of ongoing litigation  the Federal Government will take no action to implement or enforce the COVID 19 vaccination requirement pursuant to Executive Order 14043 on       Requiring Coronavirus Disease 2019 Vaccination for Federal Employees        
13,  Data Scientist  ,https://www.usajobs.gov//job/711703400,     Summary                This position is located in the Policy and Planning  EWP   Environment  Fish and Wildlife Program  EW   Fish and Wildlife  E  organization  Bonneville Power Administration  BPA                 The purpose of this position is to apply an extensive knowledge base of data management as it relates to data associated with  implementation metrics  high level indicators  metrics measures that track performance or completion of work  such as planned to actuals  as well as other applicable information               Learn more about this agency       ,------105-666-------137-363-----------,         Portland  OR        ,     Qualifications           BASIC REQUIREMENT             A  Degree  Mathematics  statistics  computer science  data science or field directly related to the position  The degree must be in a major field of study  at least at the baccalaureate level  that is appropriate for the position       OR      B  Combination of education and experience  Courses equivalent to a major field of study  30 semester hours  as shown in paragraph A above  plus additional education or appropriate experience              SPECIALIZED EXPERIENCE REQUIREMENTS       A qualified candidate s online application and resume must demonstrate at least one year of specialized experience equivalent to the next lower grade level  GS 12  in the Federal service              Specialized experience      for this position is defined as        Experience in  1  conducting data analysis of data sets related to implementation metrics that track performance or completion of work   2  identifying key parameters used for analyzing information of programs  operations  or activities  and  3  performing data mining  analytics  or analysis to develop and maintain an audit analytics program                 There is no substitution of education for experience at the GS 12 level            Experience  refers to paid and unpaid experience  Examples of qualifying unpaid experience may include  volunteer work done through National Service programs  such as Peace Corps and AmeriCorps   as well as work for other community based philanthropic and social organizations  Volunteer work helps build critical competencies  knowledge  and skills  and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience             Time in Grade  Current Federal employees must meet time in grade requirements by the closing date of this announcement to receive consideration             CTAP ICTAP candidates  To be considered  well qualified  you must meet all of the requirements as described in this section             You must meet all qualifications and eligibility requirements by the closing date of this announcement        ,           Help       Duties                As a             Data Scientist               you will                    Develop and implement a plan to maintain large data sets managed in EW s cbfish system              Provide recommendations for future data analysis              Develop and implement a strategic plan for maintaining a data inventory of all F amp W Program internal and external data assets              Prepare interim and comprehensive final data analytic reports for EW subject matter staff  business and systems management and staff  or leadership and management officials              Engage with various personnel within EW and external partners to identify quality analytic techniques and methods to assist in analyses in varying degrees of complexity              Work closely with EW departments to coordinate and track existing work or the initiation of proactive projects           To ensure compliance with an applicable preliminary nationwide injunction  which may be supplemented  modified  or vacated  depending on the course of ongoing litigation  the Federal Government will take no action to implement or enforce the COVID 19 vaccination requirement pursuant to Executive Order 14043 on       Requiring Coronavirus Disease 2019 Vaccination for Federal Employees        
14,  Data Scientist  ,https://www.usajobs.gov//job/711338200,     Summary           The National Counterterrorism Center  NCTC  leads the nation s effort to protect the United States from terrorism by integrating  analyzing and sharing information to drive whole of government action and achieve our national CT objectives           Learn more about this agency       ,------78-592-------122-459-----------,         McLean  VA        ,     Qualifications       Thorough knowledge of individual  organizational  and technical or transnational issues of national security concern          Thorough knowledge of business operations and associated processes          Thorough knowledge of appropriate analytic methods and methodological tools in one or more of the following areas  Applied Mathematics  e g  probability and statistics  formal modeling  computational social sciences   Computer Programming  e g  programming languages  math statistics packages  computer science  machine learning  scientific computing   and Visualization  e g  GIS geospatial analysis  telemetry analysis           Thorough knowledge of research designs  Demonstrated ability to develop comprehensive computer software      applications  as needed          Ability to leverage multiple data management tools to organize relevant information and make decisions          Ability to apply intellectual curiosity  creativity and innovation to go beyond current tools to deliver the best solution to complex problems          Ability to effectively communicate complex  multi disciplinary ideas and insights          Ability to identify and or develop business opportunities          Ability to translate complex  technical findings into an easily understood narrative  i e  tell story with data           Analytical and critical thinking skills  including superior ability to think strategically          Ability to multitask and change focus quickly as demands change          Ability to evaluate data drawing pertinent inferences from data trend analysis  and interpretation of such inferences in keeping with the requirements of officials responsible for planning or for making policy decisions                   Desired Responsibilities                6 years of related experience is preferred          Bachelor s degree in quantitative or technical field of study  e g  statistics  mathematics  computer science  physical science  economics  Geographic Information Systems           Depending upon assignment  may require Contracting Officer Technical Representative      certification        ,           Help       Duties       Devise data science programs by identifying strategic methodological issues and areas of focus to support decisionmaking by the most senior policymakers          Prioritize research and other projects  establish project goals          Engage with customers to understand and participate changing needs and requirements  determine substantive questions  Offer recommendations for resolution based on quantitative analysis          Collaborate with IC collectors and analysts to acquire process and refine gaps on complex intelligence problems  devise creative all source data collection strategies to fill intelligence gaps  task specific collections resource          Independently develops the identification of new sources of intelligence and advance quantitative query          Devise quantitative analysis  ensuring all products incorporate multiple lines of inquiry and are fully coordinated with all      stakeholders          Determine approaches and strategies to market statistical and methodological services to new or potential partners or customers          Compilation  independently  and review often disparate and inconsistent data to address the most complex intelligence issues or problems for the most senior internal external customers          Devise accurate  timely  and sophisticated data analysis in support of the most complex key ODNI  United States      national security and foreign policy objectives and to shape Intelligence Community analysis priorities          Conceive complex statistical  mathematical  geospatial modeling  and data mining analysis independently or in partnership with other Data Scientist or Analyst colleagues          Conceive  prepare and communication an extensive range of strategic  high complex graphics  computational      models tools  or written oral assessments on significant or contentious issues for the most senior internal and external customers  e g  policymakers  IC components  Agency executives           Other duties  as assigned     
15,  Data Scientist  ,https://www.usajobs.gov//job/711343400,     Summary           The National Counterterrorism Center  NCTC  leads the nation s effort to protect the United States from terrorism by integrating  analyzing and sharing information to drive whole of government action and achieve our national CT objectives           Learn more about this agency       ,------78-592-------122-459-----------,         McLean  VA        ,     Qualifications       Thorough knowledge of individual  organizational  and technical or transnational issues of national security concern          Thorough knowledge of business operations and associated processes          Thorough knowledge of appropriate analytic methods and methodological tools in one or more of the following areas  Applied Mathematics  e g  probability and statistics  formal modeling  computational social sciences   Computer Programming  e g  programming languages  math statistics packages  computer science  machine learning  scientific computing   and Visualization  e g  GIS geospatial analysis  telemetry analysis           Thorough knowledge of research designs  Demonstrated ability to develop comprehensive computer software applications  as needed          Ability to leverage multiple data management tools to organize relevant information and make decisions          Ability to apply intellectual curiosity  creativity and innovation to go beyond current tools to deliver the best solution to complex problems          Ability to effectively communicate complex  multi disciplinary ideas and insights          Ability to identify and or develop business opportunities          Ability to translate complex  technical findings into an easily understood narrative  i e  tell story with data           Analytical and critical thinking skills  including superior ability to think strategically          Ability to multitask and change focus quickly as demands change          Ability to evaluate data drawing pertinent inferences from data trend analysis  and interpretation of such inferences in keeping with the requirements of officials responsible for planning or for making policy decisions     ,           Help       Duties       Devise data science programs by identifying strategic methodological issues and areas of focus to support decisionmaking by the most senior policymakers          Prioritize research and other projects  establish project goals          Engage with customers to understand and participate changing needs and requirements  determine substantive questions  Offer recommendations for resolution based on quantitative analysis          Collaborate with IC collectors and analysts to acquire process and refine gaps on complex intelligence problems  devise creative all source data collection strategies to fill intelligence gaps  task specific collections resource          Independently develops the identification of new sources of intelligence and advance quantitative query          Devise quantitative analysis  ensuring all products incorporate multiple lines of inquiry and are fully coordinated with all      stakeholders          Determine approaches and strategies to market statistical and methodological services to new or potential partners or customers          Compilation  independently  and review often disparate and inconsistent data to address the most complex intelligence issues or problems for the most senior internal external customers          Devise accurate  timely  and sophisticated data analysis in support of the most complex key ODNI  United States      national security and foreign policy objectives and to shape Intelligence Community analysis priorities          Conceive complex statistical  mathematical  geospatial modeling  and data mining analysis independently or in partnership with other Data Scientist or Analyst colleagues          Conceive  prepare and communication an extensive range of strategic  high complex graphics  computational      models tools  or written oral assessments on significant or contentious issues for the most senior internal and external customers  e g  policymakers  IC components  Agency executives           Other duties  as assigned     
16,  STATISTICIAN  Data Scientist   ,https://www.usajobs.gov//job/711774600,     Summary                      Join the Team           The Data Intake and Injury Information Branch in the Division of Hazard and Injury Data Systems is seeking a Statistician  Data Scientist   The Division has primary responsibility for planning  development  implementation  evaluation and quality control of injury data collection programs  The Division is responsible for designing  implementing  and operating the various national data systems used by the Commission to collect  maintain  and assure quality data               Learn more about this agency       ,------78-592-------145-617-----------,         Bethesda  MD       FEW vacancies    ,     Qualifications           In addition to the mandatory education requirement  all applicants must have 52 weeks of specialized experience equivalent to at least the next lower grade level in the Federal Service  Specialized experience is experience that has equipped the candidate with the particular knowledge  skills  and abilities to perform successfully the duties of the position           Qualifying specialized experience must demonstrate the following                GS 11         1  Using software to write programs to conduct data quality checks  detect abnormalities  and create data summaries and reports   2  applying statistical techniques to analyze datasets  3  developing data for sampling  maintaining a statistical sample  or conducting data collection activities with minimal assistance  4  assisting with developing new studies  surveys or data collection methods  and 5  experience with preparing operating procedures or training materials                GS 12         1  evaluating  linking and integrating data from complex statistical survey  census data  or other large data sets  2  use of statistical and or data processing software programs to create data collection  quality control and  or data processing  3  managing  developing or monitoring study components such as training materials  programming specifications  end user requirements etc   and 4  assisting in the analysis  writing related reports and making professional presentations                GS 13         1  applying statistical theory and techniques to analyze  plan and organize data collection and processing efforts for large censuses  surveys or data collection efforts  2  independently leading a team to conduct stakeholder analysis of a software development project  3  knowledge of statistical modeling for maintaining supervised and unsupervised machine learning algorithms  and 4  plan statistical analyses  write related reports and make professional presentations on such           Evidence of the above specialized experience must be supported by detailed documentation of duties performed in positions held   Your resume is the key means we have for evaluating your skills  knowledge  and abilities as they relate to this position  Therefore  we encourage you to be clear and specific when describing your experience          We will not make assumptions regarding your experience or based on job titles alone           If your resume does not support your questionnaire answers  we will not allow credit for your response s            Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience           Applicants must meet the qualifications for this position by the closing date of this announcement        ,           Help       Duties           The Statistician  Data Scientist  will be responsible for performing the following duties                Use knowledge of statistical techniques such as logistic regression  survival analysis  analysis of frequency distributions  analysis and modeling of multivariate data  sampling  analysis of variance  determining confidence limits  and estimating effect magnitude to Commission s Consumer product coding model              Use knowledge of the concepts  methods  and techniques of the specialized field of data science to provide technical expertise on data quality functions and activities              Implement predictive modeling processes that optimize operations and maintenance and other outcomes              Work collaboratively with colleagues in planning and implementing procedures to synthesize insights into actionable Agency improvement recommendations              Write SAS   Python code and macros and apply Statistical Analysis Software  SAS  procedures  Python for data manipulation and analysis              Assist in the implementation and creation of machine learning based tools or processes  providing data visualizations to an organization using box plots  density plots  histograms  scatter plots  etc              Identify ways to analyze and draw conclusions from imperfect data sources while clearly articulating any assumptions  Collaborate with statisticians data analysts and organizational staff to identify and resolve data quality issues              Communicate research achievements  objectives and results to a wide variety of audiences and prepares manuscripts for publication  technical reports or presentation  for statistical and non statistical audiences              Support current processes  data management and reporting while also working to identify workflow system improvements and implement continuous improvements              Support cross functional initiatives and internal external customers at all levels              Provide organizational support to project initiatives  preparing agendas  project plan  presentations and reports  coordinating meetings  maintaining records  etc                Provide technical expertise to support complex statistical analyses            
17,  Health Scientist  Data Scientist   ,https://www.usajobs.gov//job/709708600,     Summary           As a global leader in public health  amp  health promotion  CDC is the agency Americans trust with their lives  In addition to our everyday work  each CDC employee has a role in supporting public health emergency management  whether through temporary assignments to emergency responses or sustaining other CDC programs and activities while colleagues respond  Join our team to use your talent  training   amp  passion to help CDC continue as the world s premier public health organization  Visit         www cdc gov              Learn more about this agency       ,------104-008-------135-209-----------,         Atlanta  GA       1 vacancy    ,     Qualifications                Basic Qualifications                     Bachelor s or graduate higher level degree  major study in an academic field related to the medical field  health sciences or allied sciences appropriate to the work of the position  This degree must be from an educational program from an accrediting body recognized by the       U S  Department of Education  external link       at the time the degree was obtained                   Minimum Qualifications                     Applicants must have one year of specialized experience at or equivalent to the GS 12 level of difficulty and responsibility in the Federal service as defined in the next paragraph          Specialized experience is experience at or equivalent to which is directly related to the position which has equipped the applicant with the particular knowledge  skills and abilities  KSAs  to successfully perform the duties of the position to include       experience using and providing consultation on the use of data science tools  methods  and statistical learning models to collect  code  classify  and analyze public health surveillance research  and administrative health data             Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     ,           Help       Duties       As a Health Scientist  Data Scientist  you will             Serve as a data science expert in the analysis and classification of public health surveillance  research  and administrative health data             Consult and collaborate with statistical  data science  artificial intelligence  e g   machine learning   and public health professionals in the collection  linkage  processing  coding  classification  and analysis of public health surveillance  research  and administrative health data             Provide advice on the use of data science tools  methods  and statistical learning models to collect  link  process  code  classify  and analyze public health surveillance  research  and administrative data             Assist in creating recommendation for additional research and development efforts and formulates proposals for new studies and data science projects             Assist in preparing comprehensive reports that include discussion of substantive issues related to data science methodology for public health surveillance and related applications  assessment of the adequacy and quality of data used in the analyses  and explanation of the methods  results  and relevance to the health issue under study             Maintain current knowledge of developments in allied health sciences  modeling  and machine learning analysis  in conjunction with the use of technology to identify and evaluate new data science tools and methods to support current and future efforts                
18,  Health Scientist  Data Scientist   ,https://www.usajobs.gov//job/709708700,     Summary           As a global leader in public health  amp  health promotion  CDC is the agency Americans trust with their lives  In addition to our everyday work  each CDC employee has a role in supporting public health emergency management  whether through temporary assignments to emergency responses or sustaining other CDC programs and activities while colleagues respond  Join our team to use your talent  training   amp  passion to help CDC continue as the world s premier public health organization  Visit         www cdc gov              Learn more about this agency       ,------104-008-------135-209-----------,         Atlanta  GA       1 vacancy    ,     Qualifications                Basic Qualifications                     Bachelor s or graduate higher level degree  major study in an academic field related to the medical field  health sciences or allied sciences appropriate to the work of the position  This degree must be from an educational program from an accrediting body recognized by the       U S  Department of Education  external link       at the time the degree was obtained                   Minimum Qualifications                     Applicants must have one year of specialized experience at or equivalent to the GS 12 level of difficulty and responsibility in the Federal service as defined in the next paragraph          Specialized experience is experience at or equivalent to which is directly related to the position which has equipped the applicant with the particular knowledge  skills and abilities  KSAs  to successfully perform the duties of the position to include       experience using and providing consultation on the use of data science tools  methods  and statistical learning models to collect  code  classify  and analyze public health surveillance research  and administrative health data             Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   Peace Corps  AmeriCorps  and other organizations  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment  You will receive credit for all qualifying experience  including volunteer experience     ,           Help       Duties       As a Health Scientist  Data Scientist   you will             Serve as a data science expert in the analysis and classification of public health surveillance  research  and administrative health data             Consult and collaborate with statistical  data science  artificial intelligence  e g   machine learning   and public health professionals in the collection  linkage  processing  coding  classification  and analysis of public health surveillance  research  and administrative health data             Provide advice on the use of data science tools  methods  and statistical learning models to collect  link  process  code  classify  and analyze public health surveillance  research  and administrative data             Assist in creating recommendation for additional research and development efforts and formulates proposals for new studies and data science projects             Assist in preparing comprehensive reports that include discussion of substantive issues related to data science methodology for public health surveillance and related applications  assessment of the adequacy and quality of data used in the analyses  and explanation of the methods  results  and relevance to the health issue under study             Maintain current knowledge of developments in allied health sciences  modeling  and machine learning analysis  in conjunction with the use of technology to identify and evaluate new data science tools and methods to support current and future efforts           
19,  DATA SCIENTIST  ,https://www.usajobs.gov//job/707297000,     Summary               We are committed to                Teamwork  Partnering at all levels and across organizational boundaries for mission accomplishment                 Integrity  Adherence to the highest legal and ethical principles in our responsibilities                 Excellence  Unrivaled defense intelligence expertise                 Service  Putting the welfare of the Nation and commitment to our mission before oneself                    Learn more about this agency       ,------112-015-------145-617-----------,         Washington       1 vacancy    ,     Qualifications             ASSESSMENT FACTORS         1  Applies decision making techniques in complex situations to include anticipating and recognizing best practices and choosing options to maximize benefits to the office  directorate  or Agency      2  Takes a lead role to build collaborative working relationships across an organization by encouraging colleagues to engage team members and others on specific or general issues      3  Evaluates potential solutions to complex and high risk situations by assessing their relevance and impact to the organization      4  Partners with directorate office managers to build and to develop sound plans for tasks and projects while recognizing interdependencies      5  Anticipates problems and obstacles associated with moderately complex projects and proactively develop creative solutions to address them prior to implementation         HIGHLY DESIRED SKILLS            1  Experience with extraction  transformation  and loading  ETL  processes for data       2  Experience with data analytic programming languages and tools  including but not limited to  python  R  SQL  SPLUNK  GIT GIT HUB  etc          Basic Requirements          A    Degree  Mathematics  statistics  computer science  data science or field directly related to the position  The degree must be in a major field of study  at least at the baccalaureate level  that is appropriate for the position          or         B    Combination of education and experience  Courses equivalent to a major field of study  30 semester hours  as shown in paragraph A above  plus additional education or appropriate experience             ALL APPLICANTS MUST ATTACH THEIR TRANSCRIPTS  i e  official copies of their Bachelors  Masters  PhD showing degree earned and conferred date  TO BE CONSIDERED FOR THIS POSITION        ,           Help       Duties       DIA employs a variety of professionals who serve throughout the workforce to ensure successful operations   To view this position s duties  click       Vacancies      to be directed to DIA s online application system   Please make note of the position title and 6 digit Job Opening ID number to which you are interested   You can scroll to the bottom of the page to locate the announcement or click on the  Advanced Search  link and enter in the 6 digit Job Opening ID number in the  Job Opening ID  field     
20,  Data Scientist  ,https://www.usajobs.gov//job/708597000,     Summary           This is a public notice flyer to notify interested applicants of anticipated vacancies  Applications will not be accepted through this flyer  Interested applicants must follow the directions in the  How to Apply  section of this flyer to be considered  There may or may not be actual vacancies filled from this flyer  Notice of Result letters will not be sent to applicants who respond to this flyer               Learn more about this agency       ,------112-015-------145-617-----------,         Washington Navy Yard  DC        ,     Qualifications       Your resume must also demonstrate at least one year of specialized experience at or equivalent to the GS 12 grade level or pay band in the Federal service or equivalent experience in the private or public sector  Specialized experience must demonstrate the following             Applying a broad range of data analyses  mathematics  statistical analysis  modeling simulation and or other scientific concepts  principles  and procedures to perform extensive analysis of large volumes of data              Using open source statistical packages and commercial analytic tools  such as R  Python  Julia  SAS  Tableau  License  Excel  to assess an organization s data architecture              Applying information systems security principles and concepts to ensure data analytics efforts are in line with information security best practices              Advising stakeholders on issues pertaining to the development  acquisition  implementation and operational support for an organization s workforce           Additional qualification information can be found from the following Office of Personnel Management website        Data Science Series 1560  opm gov       and       General Schedule Qualification Standards  opm gov             Experience refers to paid and unpaid experience  including volunteer work done through National Service programs  e g   professional  philanthropic  religious  spiritual  community  student  social   Volunteer work helps build critical competencies  knowledge  and skills and can provide valuable training and experience that translates directly to paid employment     ,           Help       Duties           You will lead development of systems and processes for routine data collection and analysis of region activities           You will recommend program goals  objectives  and performance metrics based on comprehensive data analysis           You will analyze a variety of data sources to provide guidance to streamline processes           You will use tools and techniques to construct data pipelines to handle data at scale           You will develop analytical plans to help shape the organization s data infrastructure  inclusive of data warehousing  reporting  and analytics platforms        
21,  Data Scientist  ,https://www.usajobs.gov//job/708949100,     Summary                This position is in the Department of Labor DOL   Office of Workers  Compensations Program  OWCP   Division of Administrative Operations  DAO   Medical and Pharmaceutical Standards Unit  MPSU               This position is inside the bargaining unit             Additional selections may be made from this vacancy announcement               Learn more about this agency       ,------98-496-------158-432-----------,         Anywhere in the U S   remote job        1 vacancy    ,     Qualifications                THIS POSITION HAS AN INDIVIDUAL OCCUPATIONAL REQUIREMENT  ALL APPLICANTS MUST MEET THIS REQUIREMENT IN ORDER TO BE CONSIDERED               Basic Requirements         Degree  Mathematics  statistics  computer science  data science or field directly related to the position  The degree must be in a major field of study  at least at the baccalaureate level  that is appropriate for the position         or        Combination of education and experience  Courses equivalent to a major field of study  30 semester hours  as shown in paragraph A above  plus additional education or appropriate experience                In addition to the meeting the basic requirements of this position  applicants must also possess 52 weeks of specialized experience equivalent to at least the next lower grade level  in the Federal Service               Applicants must have 52 weeks of specialized experience equivalent to at least the next lower grade level  GS 12  in the Federal Service                IN DESCRIBING YOUR EXPERIENCE  PLEASE BE CLEAR AND SPECIFIC  WE WILL NOT MAKE ASSUPTIONS REGARDING YOUR EXPERIENCE               Specialized experience must include           1  Experience utilizing statistical or mathematical software to generate descriptive statistics  develop statistical models and graphics  track and assess medical and pharmaceutical data          OR              2  Experience that demonstrates proficiency in SQL  R  SAS  Python  Spark  Jupiter  notebook based workflows  or other data analytics tools for use in the development of predictive and statistical models pertaining to medical claims  population health management  and or healthcare administration        ,           Help       Duties           Major duties for this position include but are not limited to  the following            Conduct research into  extract  gather  interpret  and analyze medical and pharmaceutical data from various databases and sources            Have proficiency in SQL  R  SAS  Python  Spark  Jupiter  notebook  based workflows  or other data analytics tools for use in the development of predictive and statistical models to assist in medical and pharmacy healthcare data management and decision making            Apply advanced quantitative  computer science  mathematical  and statistical skills to interpret large structured and unstructured data sets to answer specific questions and assist in making data driven decisions regarding OWCP agency operations and management of workers  compensation programs            Identify  evaluate  and measure significant issues and opportunities related to compliance  drug cost discrepancies and outliers between pharmacy benefit manager  PBM  contract requirements and amounts billed to the government            Evaluate the impact of short  and long term drug policy changes  perform root cause analyses to understand observed trends in utilization and cost  and refine policies and processes associated with the effective and efficient delivery reimbursement of pharmacy benefits nationwide        
