"job_id","skill"
"41863","Crypto"
"41863","Engineering"
"41863","Finance"
"41863","Mathematics"
"41863","Neo4j"
"41863","NoSQL"
"41863","Open Source"
"41863","Power BI"
"41863","Privacy"
"41863","Python"
"41863","QlikView"
"41863","R"
"41863","SAS"
"41863","SQL"
"41863","Statistics"
"41863","Tableau"
"41886","Computer Science"
"41886","Data Analytics"
"41886","Data visualization"
"41886","Genetics"
"41886","Mathematics"
"41886","Python"
"41886","R"
"41886","Research"
"41886","SQL"
"41884","Architecture"
"41884","Classification"
"41884","GANs"
"41884","Keras"
"41884","Kubeflow"
"41884","Machine Learning"
"41884","Mathematics"
"41884","MLFlow"
"41884","MLOps"
"41884","NLP"
"41884","Python"
"41884","PyTorch"
"41884","Research"
"41884","SageMaker"
"41884","Semantic Analysis"
"41884","Statistics"
"41884","TensorFlow"
"41914","Airflow"
"41914","APIs"
"41914","Architecture"
"41914","Avro"
"41914","AWS"
"41914","Big Data"
"41914","BigQuery"
"41914","Data Analytics"
"41914","Dataflow"
"41914","Data quality"
"41914","Docker"
"41914","DynamoDB"
"41914","ETL"
"41914","Flask"
"41914","Flink"
"41914","GCP"
"41914","Kafka"
"41914","Kinesis"
"41914","Kubernetes"
"41914","LightGBM"
"41914","Machine Learning"
"41914","Metabase"
"41914","MySQL"
"41914","Python"
"41914","Scala"
"41914","Scikit-learn"
"41914","Snowflake"
"41914","Spark"
"41914","SQL"
"41914","Streaming"
"41914","Tableau"
"41914","Terraform"
"41914","XGBoost"
"41931","Agile"
"41931","Airflow"
"41931","Architecture"
"41931","AWS"
"41931","Azure"
"41931","Computer Science"
"41931","Data management"
"41931","Data pipelines"
"41931","Dataproc"
"41931","DevOps"
"41931","Engineering"
"41931","GCP"
"41931","Kubeflow"
"41931","Machine Learning"
"41931","OOP"
"41931","Pipelines"
"41931","Python"
"41931","Spark"
"41931","XSD"
"41940","Agile"
"41940","APIs"
"41940","Architecture"
"41940","AWS"
"41940","Bitbucket"
"41940","Data analysis"
"41940","Docker"
"41940","Engineering"
"41940","ETL"
"41940","Finance"
"41940","Git"
"41940","Kubernetes"
"41940","Lambda"
"41940","Machine Learning"
"41940","Mathematics"
"41940","Microservices"
"41940","MongoDB"
"41940","OOP"
"41940","Pipelines"
"41940","PostgreSQL"
"41940","Python"
"41940","Research"
"41940","STEM"
"41940","UX"
"41921","Amplitude"
"41921","Data quality"
"41921","Excel"
"41921","Finance"
"41907","Architecture"
"41907","AWS"
"41907","Data pipelines"
"41907","Data warehouse"
"41907","DevOps"
"41907","Docker"
"41907","ELT"
"41907","Engineering"
"41907","ETL"
"41907","Kubernetes"
"41907","Machine Learning"
"41907","Microservices"
"41907","Pipelines"
"41907","Snowflake"
"41904","Azure"
"41904","Databricks"
"41904","Data management"
"41904","Data pipelines"
"41904","DevOps"
"41904","Engineering"
"41904","Pipelines"
"41904","Predictive Maintenance"
"41904","Python"
"41904","SQL"
"41910","Architecture"
"41910","AWS"
"41910","Big Data"
"41910","Consulting"
"41910","Data analysis"
"41910","Data pipelines"
"41910","Data quality"
"41910","Distributed Systems"
"41910","Engineering"
"41910","ETL"
"41910","Hadoop"
"41910","Lambda"
"41910","Linux"
"41910","MPP"
"41910","Pipelines"
"41910","Predictive modeling"
"41910","QuickSight"
"41910","Redshift"
"41910","Spark"
"41910","SQL"
"41910","Statistics"
"41852","Agile"
"41852","BigQuery"
"41852","Business Analytics"
"41852","Data analysis"
"41852","Data Analytics"
"41852","Data visualization"
"41852","Engineering"
"41852","FinTech"
"41852","Looker"
"41852","Machine Learning"
"41852","ML models"
"41852","Pandas"
"41852","Python"
"41852","Redash"
"41852","Redshift"
"41852","Snowflake"
"41852","SQL"
"41852","Statistics"
"41852","Superset"
"41930","Agile"
"41930","APIs"
"41930","Architecture"
"41930","Big Data"
"41930","Dataflow"
"41930","Data governance"
"41930","Data management"
"41930","Data pipelines"
"41930","Data quality"
"41930","Data strategy"
"41930","Data warehouse"
"41930","Engineering"
"41930","GCP"
"41930","Google Cloud"
"41930","Kafka"
"41930","Pipelines"
"41930","Privacy"
"41930","Security"
"41930","Testing"
"41905","APIs"
"41905","Azure"
"41905","Big Data"
"41905","Databricks"
"41905","Data management"
"41905","Data pipelines"
"41905","DevOps"
"41905","Engineering"
"41905","Pipelines"
"41905","Predictive Maintenance"
"41905","Python"
"41905","SQL"
"41929","BigQuery"
"41929","Dataflow"
"41929","ETL"
"41929","GCP"
"41929","GitLab"
"41929","Jira"
"41929","Kafka"
"41929","Linux"
"41929","MongoDB"
"41929","PostgreSQL"
"41929","SQL"
"41929","Talend"
"41923","ANN"
"41923","C++"
"41923","Computer Science"
"41923","Engineering"
"41923","Genetics"
"41923","Git"
"41923","Linux"
"41923","Machine Learning"
"41923","PhD"
"41923","Physics"
"41923","Robotics"
"41859","Business Analytics"
"41859","Data analysis"
"41859","Excel"
"41859","Jira"
"41859","Power BI"
"41859","SQL"
"41859","Statistics"
"41843","Data analysis"
"41843","Data Analytics"
"41843","Data quality"
"41843","Nonprofit"
"41843","Statistics"
"41897","Consulting"
"41897","Data analysis"
"41897","Data Mining"
"41897","Data visualization"
"41897","Engineering"
"41897","Machine Learning"
"41897","NLP"
"41897","Security"
"41897","Splunk"
"41897","Statistics"
"41897","Unstructured data"
"41918","Agile"
"41918","APIs"
"41918","AWS"
"41918","Azure"
"41918","Computer Science"
"41918","Engineering"
"41918","ETL"
"41918","Git"
"41918","Machine Learning"
"41918","NoSQL"
"41918","Pipelines"
"41918","Power BI"
"41918","SQL"
"41893","Architecture"
"41893","Data visualization"
"41893","Engineering"
"41893","Flask"
"41893","Jupyter"
"41893","Machine Learning"
"41893","NumPy"
"41893","Pandas"
"41893","Plotly"
"41893","Python"
"41893","PyTorch"
"41893","Scikit-learn"
"41893","Spark"
"41893","SQL"
"41893","Statistical modeling"
"41893","Statistics"
"41893","TensorFlow"
"41893","Testing"
"41893","Unstructured data"
"41928","Agile"
"41928","Banking"
"41928","Consulting"
"41928","ETL"
"41928","Finance"
"41928","Python"
"41928","Snowflake"
"41928","SQL"
"41915","Agile"
"41915","Architecture"
"41915","AWS"
"41915","Azure"
"41915","Big Data"
"41915","CI/CD"
"41915","DataOps"
"41915","Data pipelines"
"41915","Data Warehousing"
"41915","DevOps"
"41915","Engineering"
"41915","ETL"
"41915","Finance"
"41915","GCP"
"41915","Git"
"41915","Pipelines"
"41915","Power BI"
"41915","Python"
"41915","RDBMS"
"41915","Research"
"41915","Snowflake"
"41915","SQL"
"41872","Consulting"
"41872","Consulting firm"
"41872","Data analysis"
"41872","Data governance"
"41872","Data management"
"41872","Data quality"
"41872","Excel"
"41872","Machine Learning"
"41872","Market research"
"41872","Research"
"41872","Security"
"41872","Tableau"
"41844","A/B testing"
"41844","Angular"
"41844","APIs"
"41844","Architecture"
"41844","Big Data"
"41844","Data management"
"41844","Data Studio"
"41844","E-commerce"
"41844","GCP"
"41844","Google Cloud"
"41844","Looker"
"41844","Node.js"
"41844","Qlik"
"41844","React"
"41844","SQL"
"41844","Testing"
"41890","Airflow"
"41890","Big Data"
"41890","Causal inference"
"41890","Computer Science"
"41890","Deep Learning"
"41890","Economics"
"41890","Engineering"
"41890","Flink"
"41890","Genetics"
"41890","Hadoop"
"41890","Machine Learning"
"41890","Mathematics"
"41890","PhD"
"41890","Physics"
"41890","Python"
"41890","R"
"41890","Spark"
"41890","SQL"
"41890","Statistical modeling"
"41890","Statistics"
"41841","Computer Science"
"41841","Data analysis"
"41841","Engineering"
"41841","Finance"
"41841","Mathematics"
"41841","Power BI"
"41841","Python"
"41841","Qlik"
"41841","R"
"41841","SQL"
"41841","Statistics"
"41841","Tableau"
"41909","Architecture"
"41909","Classification"
"41909","CSV"
"41909","Data governance"
"41909","Data management"
"41909","Data pipelines"
"41909","Data quality"
"41909","Data warehouse"
"41909","Engineering"
"41909","ETL"
"41909","JSON"
"41909","Pipelines"
"41909","Python"
"41909","RDBMS"
"41909","Research"
"41909","SQL"
"41909","Testing"
"41909","XML"
"41853","A/B testing"
"41853","Airflow"
"41853","Architecture"
"41853","AWS"
"41853","BigQuery"
"41853","CI/CD"
"41853","Data governance"
"41853","Data pipelines"
"41853","Data quality"
"41853","Data warehouse"
"41853","Data Warehousing"
"41853","ELT"
"41853","Engineering"
"41853","ETL"
"41853","GCP"
"41853","Git"
"41853","GitHub"
"41853","Jira"
"41853","Looker"
"41853","LookML"
"41853","Machine Learning"
"41853","MongoDB"
"41853","NLP"
"41853","NoSQL"
"41853","Pipelines"
"41853","PostgreSQL"
"41853","Python"
"41853","R"
"41853","RDBMS"
"41853","Snowflake"
"41853","SQL"
"41853","Statistics"
"41853","Tableau"
"41853","Testing"
"41866","Business Intelligence"
"41866","Computer Science"
"41866","Data analysis"
"41866","Data Analytics"
"41866","Data Mining"
"41866","Data visualization"
"41866","Economics"
"41866","Machine Learning"
"41866","Mathematics"
"41866","Pandas"
"41866","Power BI"
"41866","Privacy"
"41866","Python"
"41866","R"
"41866","Scala"
"41866","SQL"
"41866","Statistics"
"41866","Tableau"
"41832","Architecture"
"41832","Business Intelligence"
"41832","Classification"
"41832","Data analysis"
"41832","Data Mining"
"41832","Engineering"
"41832","ETL"
"41832","Machine Learning"
"41832","Power BI"
"41832","R"
"41832","SAS"
"41832","Statistics"
"41832","Tableau"
"41832","Unstructured data"
"41826","Agile"
"41826","Architecture"
"41826","CI/CD"
"41826","Data analysis"
"41826","Data pipelines"
"41826","Data warehouse"
"41826","Engineering"
"41826","ETL"
"41826","Hadoop"
"41826","MS SQL"
"41826","MySQL"
"41826","Pipelines"
"41826","RDBMS"
"41826","SQL"
"41826","T-SQL"
"41831","Computer Science"
"41831","Data analysis"
"41831","Data Analytics"
"41831","Data warehouse"
"41831","Engineering"
"41831","Mathematics"
"41831","Oracle"
"41831","Power BI"
"41831","Robotics"
"41831","RPA"
"41831","SQL"
"41831","SSIS"
"41831","STEM"
"41831","Tableau"
"41831","Travel"
"41831","T-SQL"
"41815","APIs"
"41815","Computer Science"
"41815","Data management"
"41815","Engineering"
"41815","ITIL"
"41815","Spark"
"41820","Architecture"
"41820","Banking"
"41820","Consulting"
"41820","Data analysis"
"41820","Data management"
"41820","Data warehouse"
"41820","Finance"
"41820","MS SQL"
"41820","PhD"
"41820","RDBMS"
"41820","SQL"
"41820","UX"
"41819","Airflow"
"41819","APIs"
"41819","Data Analytics"
"41819","Data visualization"
"41819","Looker"
"41819","Predictive modeling"
"41819","Python"
"41819","R"
"41819","SAS"
"41819","SQL"
"41819","Statistics"
"41819","Tableau"
"41824","Agile"
"41824","APIs"
"41824","Architecture"
"41824","Big Data"
"41824","Business Intelligence"
"41824","CI/CD"
"41824","Data analysis"
"41824","Data pipelines"
"41824","Data visualization"
"41824","DevOps"
"41824","Engineering"
"41824","ETL"
"41824","Hadoop"
"41824","Informatica"
"41824","Kafka"
"41824","KPIs"
"41824","Machine Learning"
"41824","Microservices"
"41824","MS SQL"
"41824","Open Source"
"41824","Pentaho"
"41824","Pipelines"
"41824","Power BI"
"41824","Python"
"41824","Robotics"
"41824","RPA"
"41824","Scrum"
"41824","Spark"
"41824","SQL"
"41824","SSIS"
"41824","Tableau"
"41825","Architecture"
"41825","Azure"
"41825","Business Intelligence"
"41825","Clustering"
"41825","Data analysis"
"41825","Data governance"
"41825","Data Mining"
"41825","Data pipelines"
"41825","Data visualization"
"41825","Engineering"
"41825","ETL"
"41825","Pipelines"
"41825","Power BI"
"41825","Qlik"
"41825","Scrum"
"41825","Security"
"41825","SQL"
"41825","Statistical modeling"
"41825","Statistics"
"41825","Tableau"
"41836","Agile"
"41836","Engineering"
"41836","Excel"
"41836","Finance"
"41836","Power BI"
"41836","Python"
"41836","R"
"41836","RDBMS"
"41836","Snowflake"
"41836","SQL"
"41836","Tableau"
"41821","Computer Science"
"41821","Data Analytics"
"41821","Finance"
"41821","Mathematics"
"41821","Statistics"
"41823","A/B testing"
"41823","Angular"
"41823","APIs"
"41823","Architecture"
"41823","Big Data"
"41823","BigQuery"
"41823","Data management"
"41823","Data Studio"
"41823","GCP"
"41823","Google Cloud"
"41823","Looker"
"41823","Node.js"
"41823","Qlik"
"41823","React"
"41823","SQL"
"41823","Testing"
"41818","Architecture"
"41818","Banking"
"41818","Blockchain"
"41818","Classification"
"41818","Computer Science"
"41818","Crypto"
"41818","Deep Learning"
"41818","Engineering"
"41818","Git"
"41818","Linux"
"41818","Machine Learning"
"41818","Mathematics"
"41818","ML models"
"41818","NLP"
"41818","NoSQL"
"41818","NumPy"
"41818","Pandas"
"41818","PhD"
"41818","Physics"
"41818","Python"
"41818","PyTorch"
"41818","Research"
"41818","Scikit-learn"
"41818","SQL"
"41818","Statistics"
"41818","TensorFlow"
"41786","Architecture"
"41786","AWS"
"41786","Data governance"
"41786","Data pipelines"
"41786","Data visualization"
"41786","Data Warehousing"
"41786","Engineering"
"41786","ETL"
"41786","Finance"
"41786","Lambda"
"41786","Pipelines"
"41786","Python"
"41786","QuickSight"
"41786","Redshift"
"41786","Security"
"41786","Shell scripting"
"41786","SQL"
"41786","Tableau"
"41781","Banking"
"41781","Blockchain"
"41781","Computer Science"
"41781","Crypto"
"41781","Engineering"
"41781","Finance"
"41781","Machine Learning"
"41781","Mathematics"
"41781","ML infrastructure"
"41781","MLOps"
"41781","Physics"
"41781","Security"
"41781","Statistics"
"41785","Athena"
"41785","AWS"
"41785","BigQuery"
"41785","DynamoDB"
"41785","FiveTran"
"41785","Git"
"41785","MongoDB"
"41785","Oracle"
"41785","PostgreSQL"
"41785","Python"
"41785","Snowflake"
"41785","SQL"
"41785","Tableau"
"41799","Banking"
"41799","Blockchain"
"41799","Business Analytics"
"41799","Crypto"
"41799","DataOps"
"41799","Data pipelines"
"41799","Engineering"
"41799","Pipelines"
"41799","SQL"
"41810","Agile"
"41810","Architecture"
"41810","Data Analytics"
"41810","Data warehouse"
"41810","DevOps"
"41810","ELT"
"41810","Engineering"
"41810","ETL"
"41810","Git"
"41810","MySQL"
"41810","OLAP"
"41810","Oracle"
"41810","PostgreSQL"
"41810","Power BI"
"41810","Python"
"41810","R"
"41810","Scala"
"41810","Spark"
"41810","SQL"
"41810","SSIS"
"41810","T-SQL"
"41816","Agile"
"41816","API Development"
"41816","APIs"
"41816","Big Data"
"41816","Business Intelligence"
"41816","Computer Science"
"41816","Data governance"
"41816","Data visualization"
"41816","Engineering"
"41816","Hadoop"
"41816","Kafka"
"41816","Open Source"
"41816","R"
"41816","R&D"
"41816","Spark"
"41816","SQL"
"41816","Tableau"
"41816","TDD"
"41816","Testing"
"41790","Consulting"
"41790","Data analysis"
"41790","Industrial"
"41790","Research"
"41783","Agile"
"41783","Ansible"
"41783","Architecture"
"41783","AWS"
"41783","Azure"
"41783","Big Data"
"41783","Cassandra"
"41783","Data management"
"41783","DataOps"
"41783","DevOps"
"41783","GCP"
"41783","Git"
"41783","Grafana"
"41783","HBase"
"41783","MongoDB"
"41783","NoSQL"
"41783","PHP"
"41783","Power BI"
"41783","Python"
"41783","Qlik"
"41783","Robotics"
"41783","RPA"
"41783","SQL"
"41783","Tableau"
"41794","Big Data"
"41794","Data management"
"41794","PHP"
"41794","Power BI"
"41794","Python"
"41794","Qlik"
"41794","QlikView"
"41794","Robotics"
"41794","RPA"
"41794","Tableau"
"41795","Banking"
"41795","Business Intelligence"
"41795","C++"
"41795","Data visualization"
"41795","Excel"
"41795","Power BI"
"41795","SQL"
"41795","Tableau"
"41805","Agile"
"41805","Bitbucket"
"41805","Business Intelligence"
"41805","Data analysis"
"41805","Data Analytics"
"41805","Excel"
"41805","Git"
"41805","Machine Learning"
"41805","Pandas"
"41805","Power BI"
"41805","Python"
"41805","SQL"
"41805","Tableau"
"41805","Testing"
"41803","Data Analytics"
"41803","Excel"
"41803","Julia"
"41803","Power BI"
"41803","SQL"
"41798","Azure"
"41798","Big Data"
"41798","Bitbucket"
"41798","CI/CD"
"41798","Computer Science"
"41798","DevOps"
"41798","Engineering"
"41798","Git"
"41798","Python"
"41798","Scala"
"41798","Spark"
"41798","Terraform"
"41798","Testing"
"41784","API Development"
"41784","APIs"
"41784","AWS"
"41784","Big Data"
"41784","Data Analytics"
"41784","Data pipelines"
"41784","Engineering"
"41784","ETL"
"41784","Pipelines"
"41784","Python"
"41817","Agile"
"41817","Angular"
"41817","API Development"
"41817","APIs"
"41817","Architecture"
"41817","Big Data"
"41817","Computer Science"
"41817","DB2"
"41817","Git"
"41817","Hadoop"
"41817","HBase"
"41817","HDFS"
"41817","Kafka"
"41817","Map Reduce"
"41817","Maven"
"41817","Microservices"
"41817","MongoDB"
"41817","MySQL"
"41817","NoSQL"
"41817","PostgreSQL"
"41817","Python"
"41817","Scala"
"41817","Spark"
"41817","TDD"
"41802","Data Analytics"
"41802","Excel"
"41802","Research"
"41797","Spark"
"41809","Big Data"
"41809","Computer Science"
"41809","Engineering"
"41809","ETL"
"41809","Excel"
"41809","Finance"
"41809","Linux"
"41809","Mathematics"
"41809","Python"
"41809","Spotfire"
"41809","SQL"
"41809","Talend"
"41782","Airflow"
"41782","APIs"
"41782","AWS"
"41782","Banking"
"41782","BigQuery"
"41782","Blockchain"
"41782","Crypto"
"41782","Data pipelines"
"41782","Data quality"
"41782","Engineering"
"41782","ETL"
"41782","Finance"
"41782","FiveTran"
"41782","GCP"
"41782","Git"
"41782","Lambda"
"41782","Linux"
"41782","Pipelines"
"41782","Python"
"41782","RDBMS"
"41782","Redshift"
"41782","Ruby"
"41782","Security"
"41782","Snowflake"
"41782","SQL"
"41769","Data Analytics"
"41769","KPIs"
"41769","Power BI"
"41769","SQL"
"41769","Tableau"
"41753","Big Data"
"41753","Consulting"
"41753","Linux"
"41753","Machine Learning"
"41753","Matlab"
"41753","Perl"
"41753","Python"
"41753","R"
"41753","R&D"
"41753","SAS"
"41788","Athena"
"41788","AWS"
"41788","Big Data"
"41788","Business Intelligence"
"41788","Clustering"
"41788","Computer Science"
"41788","DataOps"
"41788","Data pipelines"
"41788","DevOps"
"41788","Distributed Systems"
"41788","ELT"
"41788","Engineering"
"41788","ETL"
"41788","Kafka"
"41788","Kinesis"
"41788","Lambda"
"41788","Machine Learning"
"41788","Mathematics"
"41788","NoSQL"
"41788","Pipelines"
"41788","Python"
"41788","R"
"41788","R&D"
"41788","Redshift"
"41788","Research"
"41788","Snowflake"
"41788","SQL"
"41788","Statistics"
"41788","Streaming"
"41754","Big Data"
"41754","Consulting"
"41754","Linux"
"41754","Machine Learning"
"41754","Matlab"
"41754","Perl"
"41754","Python"
"41754","R"
"41754","SAS"
"41765","Architecture"
"41765","Engineering"
"41765","Git"
"41765","JavaScript"
"41765","Linux"
"41765","Mathematics"
"41765","Oracle"
"41765","Python"
"41765","Robotics"
"41765","SAS"
"41765","Spark"
"41765","SQL"
"41765","STEM"
"41755","Business Analytics"
"41755","Business Intelligence"
"41755","Git"
"41755","Matlab"
"41755","Oracle"
"41755","Plotly"
"41755","Python"
"41755","R"
"41755","RapidMiner"
"41755","SQL"
"41755","Tableau"
"41800","Business Intelligence"
"41800","JavaScript"
"41800","KPIs"
"41800","Machine Learning"
"41800","Power BI"
"41800","Qlik"
"41800","Tableau"
"41800","UX"
"41751","Big Data"
"41751","Consulting"
"41751","Julia"
"41751","Linux"
"41751","Machine Learning"
"41751","Matlab"
"41751","Perl"
"41751","Python"
"41751","R"
"41751","R&D"
"41751","SAS"
"41763","Agile"
"41763","APIs"
"41763","Architecture"
"41763","AWS"
"41763","Azure"
"41763","Big Data"
"41763","Cassandra"
"41763","Data Analytics"
"41763","Databricks"
"41763","Data management"
"41763","Data quality"
"41763","Data warehouse"
"41763","DevOps"
"41763","ELT"
"41763","ETL"
"41763","Kafka"
"41763","MongoDB"
"41763","Neo4j"
"41763","NoSQL"
"41763","Open Source"
"41763","Oracle"
"41763","Pipelines"
"41763","PostgreSQL"
"41763","Python"
"41763","RDBMS"
"41763","Scala"
"41763","Spark"
"41763","SQL"
"41763","SSIS"
"41763","Streaming"
"41763","Talend"
"41763","Unstructured data"
"41757","Autonomous Driving"
"41757","C++"
"41757","Caffe"
"41757","Classification"
"41757","Computer Science"
"41757","Computer Vision"
"41757","CUDA"
"41757","Deep Learning"
"41757","Engineering"
"41757","GPU"
"41757","HPC"
"41757","Industrial"
"41757","Keras"
"41757","MXNet"
"41757","OpenCV"
"41757","Open Source"
"41757","Prototyping"
"41757","Python"
"41757","PyTorch"
"41757","R"
"41757","R&D"
"41757","TensorFlow"
"41757","Theano"
"41770","Agile"
"41770","Business Intelligence"
"41770","Data analysis"
"41770","Data management"
"41770","Excel"
"41770","Market research"
"41770","MS SQL"
"41770","Power BI"
"41770","Privacy"
"41770","Qlik"
"41770","QlikView"
"41770","Research"
"41770","SAS"
"41770","SQL"
"41770","SSIS"
"41770","Teradata"
"41747","Agile"
"41747","Business Intelligence"
"41747","Classification"
"41747","Clustering"
"41747","Data Mining"
"41747","Deep Learning"
"41747","Machine Learning"
"41747","Mathematics"
"41747","MLOps"
"41747","PhD"
"41747","Physics"
"41747","Python"
"41747","R"
"41747","Spark"
"41747","SQL"
"41747","Statistics"
"41744","A/B testing"
"41744","Python"
"41744","R"
"41744","SQL"
"41744","Statistics"
"41744","Testing"
"41742","Architecture"
"41742","BigQuery"
"41742","Elasticsearch"
"41742","Engineering"
"41742","ETL"
"41742","Machine Learning"
"41742","MongoDB"
"41742","MS SQL"
"41742","MySQL"
"41742","NoSQL"
"41742","Oracle"
"41742","Python"
"41742","RDBMS"
"41742","Research"
"41742","Spark"
