"","job_id","skill"
"257","41920","APIs"
"258","41920","Architecture"
"259","41920","Data management"
"260","41920","DevOps"
"261","41920","GitLab"
"262","41920","Grafana"
"263","41920","Industrial"
"264","41920","Kubernetes"
"265","41920","Power BI"
"266","41920","Security"
"267","41920","SQL"
"268","41920","Testing"
"269","41927","A/B testing"
"270","41927","Business Intelligence"
"271","41927","Computer Science"
"272","41927","Consulting"
"273","41927","Data analysis"
"274","41927","Data Analytics"
"275","41927","Data Mining"
"276","41927","Data Studio"
"277","41927","Data visualization"
"278","41927","E-commerce"
"279","41927","Economics"
"280","41927","Engineering"
"281","41927","ETL"
"282","41927","Finance"
"283","41927","Machine Learning"
"284","41927","Mathematics"
"285","41927","Metabase"
"286","41927","Power BI"
"287","41927","Privacy"
"288","41927","Prototyping"
"289","41927","Python"
"290","41927","R"
"291","41927","SQL"
"292","41927","Statistics"
"293","41927","Tableau"
"294","41927","Testing"
"295","41936","Business Intelligence"
"296","41936","Computer Science"
"297","41936","Data warehouse"
"298","41936","ETL"
"299","41936","Informatica"
"300","41936","Qlik"
"301","41936","Research"
"302","41936","SQL"
"303","41936","Talend"
"304","41936","Testing"
"305","41854","APIs"
"306","41854","Architecture"
"307","41854","AWS"
"308","41854","Engineering"
"309","41854","Kanban"
"310","41854","Python"
"311","41854","Research"
"312","41854","Snowflake"
"313","41854","SQL"
"314","41863","Blockchain"
"315","41863","Computer Science"
"316","41863","Crypto"
"317","41863","Engineering"
"318","41863","Finance"
"319","41863","Mathematics"
"320","41863","Neo4j"
"321","41863","NoSQL"
"322","41863","Open Source"
"323","41863","Power BI"
"324","41863","Privacy"
"325","41863","Python"
"326","41863","QlikView"
"327","41863","R"
"328","41863","SAS"
"329","41863","SQL"
"330","41863","Statistics"
"331","41863","Tableau"
"332","41886","Computer Science"
"333","41886","Data Analytics"
"334","41886","Data visualization"
"335","41886","Genetics"
"336","41886","Mathematics"
"337","41886","Python"
"338","41886","R"
"339","41886","Research"
"340","41886","SQL"
"341","41884","Architecture"
"342","41884","Classification"
"343","41884","GANs"
"344","41884","Keras"
"345","41884","Kubeflow"
"346","41884","Machine Learning"
"347","41884","Mathematics"
"348","41884","MLFlow"
"349","41884","MLOps"
"350","41884","NLP"
"351","41884","Python"
"352","41884","PyTorch"
"353","41884","Research"
"354","41884","SageMaker"
"355","41884","Semantic Analysis"
"356","41884","Statistics"
"357","41884","TensorFlow"
"358","41914","Airflow"
"359","41914","APIs"
"360","41914","Architecture"
"361","41914","Avro"
"362","41914","AWS"
"363","41914","Big Data"
"364","41914","BigQuery"
"365","41914","Data Analytics"
"366","41914","Dataflow"
"367","41914","Data quality"
"368","41914","Docker"
"369","41914","DynamoDB"
"370","41914","ETL"
"371","41914","Flask"
"372","41914","Flink"
"373","41914","GCP"
"374","41914","Kafka"
"375","41914","Kinesis"
"376","41914","Kubernetes"
"377","41914","LightGBM"
"378","41914","Machine Learning"
"379","41914","Metabase"
"380","41914","MySQL"
"381","41914","Python"
"382","41914","Scala"
"383","41914","Scikit-learn"
"384","41914","Snowflake"
"385","41914","Spark"
"386","41914","SQL"
"387","41914","Streaming"
"388","41914","Tableau"
"389","41914","Terraform"
"390","41914","XGBoost"
"391","41931","Agile"
"392","41931","Airflow"
"393","41931","Architecture"
"394","41931","AWS"
"395","41931","Azure"
"396","41931","Computer Science"
"397","41931","Data management"
"398","41931","Data pipelines"
"399","41931","Dataproc"
"400","41931","DevOps"
"401","41931","Engineering"
"402","41931","GCP"
"403","41931","Kubeflow"
"404","41931","Machine Learning"
"405","41931","OOP"
"406","41931","Pipelines"
"407","41931","Python"
"408","41931","Spark"
"409","41931","XSD"
"410","41940","Agile"
"411","41940","APIs"
"412","41940","Architecture"
"413","41940","AWS"
"414","41940","Bitbucket"
"415","41940","Data analysis"
"416","41940","Docker"
"417","41940","Engineering"
"418","41940","ETL"
"419","41940","Finance"
"420","41940","Git"
"421","41940","Kubernetes"
"422","41940","Lambda"
"423","41940","Machine Learning"
"424","41940","Mathematics"
"425","41940","Microservices"
"426","41940","MongoDB"
"427","41940","OOP"
"428","41940","Pipelines"
"429","41940","PostgreSQL"
"430","41940","Python"
"431","41940","Research"
"432","41940","STEM"
"433","41940","UX"
"434","41921","Amplitude"
"435","41921","Data quality"
"436","41921","Excel"
"437","41921","Finance"
"438","41907","Architecture"
"439","41907","AWS"
"440","41907","Data pipelines"
"441","41907","Data warehouse"
"442","41907","DevOps"
"443","41907","Docker"
"444","41907","ELT"
"445","41907","Engineering"
"446","41907","ETL"
"447","41907","Kubernetes"
"448","41907","Machine Learning"
"449","41907","Microservices"
"450","41907","Pipelines"
"451","41907","Snowflake"
"452","41904","Azure"
"453","41904","Databricks"
"454","41904","Data management"
"455","41904","Data pipelines"
"456","41904","DevOps"
"457","41904","Engineering"
"458","41904","Pipelines"
"459","41904","Predictive Maintenance"
"460","41904","Python"
"461","41904","SQL"
"462","41910","Architecture"
"463","41910","AWS"
"464","41910","Big Data"
"465","41910","Consulting"
"466","41910","Data analysis"
"467","41910","Data pipelines"
"468","41910","Data quality"
"469","41910","Distributed Systems"
"470","41910","Engineering"
"471","41910","ETL"
"472","41910","Hadoop"
"473","41910","Lambda"
"474","41910","Linux"
"475","41910","MPP"
"476","41910","Pipelines"
"477","41910","Predictive modeling"
"478","41910","QuickSight"
"479","41910","Redshift"
"480","41910","Spark"
"481","41910","SQL"
"482","41910","Statistics"
"483","41852","Agile"
"484","41852","BigQuery"
"485","41852","Business Analytics"
"486","41852","Data analysis"
"487","41852","Data Analytics"
"488","41852","Data visualization"
"489","41852","Engineering"
"490","41852","FinTech"
"491","41852","Looker"
"492","41852","Machine Learning"
"493","41852","ML models"
"494","41852","Pandas"
"495","41852","Python"
"496","41852","Redash"
"497","41852","Redshift"
"498","41852","Snowflake"
"499","41852","SQL"
"500","41852","Statistics"
"501","41852","Superset"
"502","41930","Agile"
"503","41930","APIs"
"504","41930","Architecture"
"505","41930","Big Data"
"506","41930","Dataflow"
"507","41930","Data governance"
"508","41930","Data management"
"509","41930","Data pipelines"
"510","41930","Data quality"
"511","41930","Data strategy"
"512","41930","Data warehouse"
"513","41930","Engineering"
"514","41930","GCP"
"515","41930","Google Cloud"
"516","41930","Kafka"
"517","41930","Pipelines"
"518","41930","Privacy"
"519","41930","Security"
"520","41930","Testing"
"521","41905","APIs"
"522","41905","Azure"
"523","41905","Big Data"
"524","41905","Databricks"
"525","41905","Data management"
"526","41905","Data pipelines"
"527","41905","DevOps"
"528","41905","Engineering"
"529","41905","Pipelines"
"530","41905","Predictive Maintenance"
"531","41905","Python"
"532","41905","SQL"
"533","41929","BigQuery"
"534","41929","Dataflow"
"535","41929","ETL"
"536","41929","GCP"
"537","41929","GitLab"
"538","41929","Jira"
"539","41929","Kafka"
"540","41929","Linux"
"541","41929","MongoDB"
"542","41929","PostgreSQL"
"543","41929","SQL"
"544","41929","Talend"
"545","41923","ANN"
"546","41923","C++"
"547","41923","Computer Science"
"548","41923","Engineering"
"549","41923","Genetics"
"550","41923","Git"
"551","41923","Linux"
"552","41923","Machine Learning"
"553","41923","PhD"
"554","41923","Physics"
"555","41923","Robotics"
"556","41859","Business Analytics"
"557","41859","Data analysis"
"558","41859","Excel"
"559","41859","Jira"
"560","41859","Power BI"
"561","41859","SQL"
"562","41859","Statistics"
"563","41843","Data analysis"
"564","41843","Data Analytics"
"565","41843","Data quality"
"566","41843","Nonprofit"
"567","41843","Statistics"
"568","41897","Consulting"
"569","41897","Data analysis"
"570","41897","Data Mining"
"571","41897","Data visualization"
"572","41897","Engineering"
"573","41897","Machine Learning"
"574","41897","NLP"
"575","41897","Security"
"576","41897","Splunk"
"577","41897","Statistics"
"578","41897","Unstructured data"
"579","41918","Agile"
"580","41918","APIs"
"581","41918","AWS"
"582","41918","Azure"
"583","41918","Computer Science"
"584","41918","Engineering"
"585","41918","ETL"
"586","41918","Git"
"587","41918","Machine Learning"
"588","41918","NoSQL"
"589","41918","Pipelines"
"590","41918","Power BI"
"591","41918","SQL"
"592","41893","Architecture"
"593","41893","Data visualization"
"594","41893","Engineering"
"595","41893","Flask"
"596","41893","Jupyter"
"597","41893","Machine Learning"
"598","41893","NumPy"
"599","41893","Pandas"
"600","41893","Plotly"
"601","41893","Python"
"602","41893","PyTorch"
"603","41893","Scikit-learn"
"604","41893","Spark"
"605","41893","SQL"
"606","41893","Statistical modeling"
"607","41893","Statistics"
"608","41893","TensorFlow"
"609","41893","Testing"
"610","41893","Unstructured data"
"611","41928","Agile"
"612","41928","Banking"
"613","41928","Consulting"
"614","41928","ETL"
"615","41928","Finance"
"616","41928","Python"
"617","41928","Snowflake"
"618","41928","SQL"
"619","41915","Agile"
"620","41915","Architecture"
"621","41915","AWS"
"622","41915","Azure"
"623","41915","Big Data"
"624","41915","CI/CD"
"625","41915","DataOps"
"626","41915","Data pipelines"
"627","41915","Data Warehousing"
"628","41915","DevOps"
"629","41915","Engineering"
"630","41915","ETL"
"631","41915","Finance"
"632","41915","GCP"
"633","41915","Git"
"634","41915","Pipelines"
"635","41915","Power BI"
"636","41915","Python"
"637","41915","RDBMS"
"638","41915","Research"
"639","41915","Snowflake"
"640","41915","SQL"
"641","41872","Consulting"
"642","41872","Consulting firm"
"643","41872","Data analysis"
"644","41872","Data governance"
"645","41872","Data management"
"646","41872","Data quality"
"647","41872","Excel"
"648","41872","Machine Learning"
"649","41872","Market research"
"650","41872","Research"
"651","41872","Security"
"652","41872","Tableau"
"653","41844","A/B testing"
"654","41844","Angular"
"655","41844","APIs"
"656","41844","Architecture"
"657","41844","Big Data"
"658","41844","Data management"
"659","41844","Data Studio"
"660","41844","E-commerce"
"661","41844","GCP"
"662","41844","Google Cloud"
"663","41844","Looker"
"664","41844","Node.js"
"665","41844","Qlik"
"666","41844","React"
"667","41844","SQL"
"668","41844","Testing"
"669","41890","Airflow"
"670","41890","Big Data"
"671","41890","Causal inference"
"672","41890","Computer Science"
"673","41890","Deep Learning"
"674","41890","Economics"
"675","41890","Engineering"
"676","41890","Flink"
"677","41890","Genetics"
"678","41890","Hadoop"
"679","41890","Machine Learning"
"680","41890","Mathematics"
"681","41890","PhD"
"682","41890","Physics"
"683","41890","Python"
"684","41890","R"
"685","41890","Spark"
"686","41890","SQL"
"687","41890","Statistical modeling"
"688","41890","Statistics"
"689","41841","Computer Science"
"690","41841","Data analysis"
"691","41841","Engineering"
"692","41841","Finance"
"693","41841","Mathematics"
"694","41841","Power BI"
"695","41841","Python"
"696","41841","Qlik"
"697","41841","R"
"698","41841","SQL"
"699","41841","Statistics"
"700","41841","Tableau"
"701","41909","Architecture"
"702","41909","Classification"
"703","41909","CSV"
"704","41909","Data governance"
"705","41909","Data management"
"706","41909","Data pipelines"
"707","41909","Data quality"
"708","41909","Data warehouse"
"709","41909","Engineering"
"710","41909","ETL"
"711","41909","JSON"
"712","41909","Pipelines"
"713","41909","Python"
"714","41909","RDBMS"
"715","41909","Research"
"716","41909","SQL"
"717","41909","Testing"
"718","41909","XML"
"719","41853","A/B testing"
"720","41853","Airflow"
"721","41853","Architecture"
"722","41853","AWS"
"723","41853","BigQuery"
"724","41853","CI/CD"
"725","41853","Data governance"
"726","41853","Data pipelines"
"727","41853","Data quality"
"728","41853","Data warehouse"
"729","41853","Data Warehousing"
"730","41853","ELT"
"731","41853","Engineering"
"732","41853","ETL"
"733","41853","GCP"
"734","41853","Git"
"735","41853","GitHub"
"736","41853","Jira"
"737","41853","Looker"
"738","41853","LookML"
"739","41853","Machine Learning"
"740","41853","MongoDB"
"741","41853","NLP"
"742","41853","NoSQL"
"743","41853","Pipelines"
"744","41853","PostgreSQL"
"745","41853","Python"
"746","41853","R"
"747","41853","RDBMS"
"748","41853","Snowflake"
"749","41853","SQL"
"750","41853","Statistics"
"751","41853","Tableau"
"752","41853","Testing"
"753","41866","Business Intelligence"
"754","41866","Computer Science"
"755","41866","Data analysis"
"756","41866","Data Analytics"
"757","41866","Data Mining"
"758","41866","Data visualization"
"759","41866","Economics"
"760","41866","Machine Learning"
"761","41866","Mathematics"
"762","41866","Pandas"
"763","41866","Power BI"
"764","41866","Privacy"
"765","41866","Python"
"766","41866","R"
"767","41866","Scala"
"768","41866","SQL"
"769","41866","Statistics"
"770","41866","Tableau"
"771","41832","Architecture"
"772","41832","Business Intelligence"
"773","41832","Classification"
"774","41832","Data analysis"
"775","41832","Data Mining"
"776","41832","Engineering"
"777","41832","ETL"
"778","41832","Machine Learning"
"779","41832","Power BI"
"780","41832","R"
"781","41832","SAS"
"782","41832","Statistics"
"783","41832","Tableau"
"784","41832","Unstructured data"
"785","41826","Agile"
"786","41826","Architecture"
"787","41826","CI/CD"
"788","41826","Data analysis"
"789","41826","Data pipelines"
"790","41826","Data warehouse"
"791","41826","Engineering"
"792","41826","ETL"
"793","41826","Hadoop"
"794","41826","MS SQL"
"795","41826","MySQL"
"796","41826","Pipelines"
"797","41826","RDBMS"
"798","41826","SQL"
"799","41826","T-SQL"
"800","41831","Computer Science"
"801","41831","Data analysis"
"802","41831","Data Analytics"
"803","41831","Data warehouse"
"804","41831","Engineering"
"805","41831","Mathematics"
"806","41831","Oracle"
"807","41831","Power BI"
"808","41831","Robotics"
"809","41831","RPA"
"810","41831","SQL"
"811","41831","SSIS"
"812","41831","STEM"
"813","41831","Tableau"
"814","41831","Travel"
"815","41831","T-SQL"
"816","41815","APIs"
"817","41815","Computer Science"
"818","41815","Data management"
"819","41815","Engineering"
"820","41815","ITIL"
"821","41815","Spark"
"822","41820","Architecture"
"823","41820","Banking"
"824","41820","Consulting"
"825","41820","Data analysis"
"826","41820","Data management"
"827","41820","Data warehouse"
"828","41820","Finance"
"829","41820","MS SQL"
"830","41820","PhD"
"831","41820","RDBMS"
"832","41820","SQL"
"833","41820","UX"
"834","41819","Airflow"
"835","41819","APIs"
"836","41819","Data Analytics"
"837","41819","Data visualization"
"838","41819","Looker"
"839","41819","Predictive modeling"
"840","41819","Python"
"841","41819","R"
"842","41819","SAS"
"843","41819","SQL"
"844","41819","Statistics"
"845","41819","Tableau"
"846","41824","Agile"
"847","41824","APIs"
"848","41824","Architecture"
"849","41824","Big Data"
"850","41824","Business Intelligence"
"851","41824","CI/CD"
"852","41824","Data analysis"
"853","41824","Data pipelines"
"854","41824","Data visualization"
"855","41824","DevOps"
"856","41824","Engineering"
"857","41824","ETL"
"858","41824","Hadoop"
"859","41824","Informatica"
"860","41824","Kafka"
"861","41824","KPIs"
"862","41824","Machine Learning"
"863","41824","Microservices"
"864","41824","MS SQL"
"865","41824","Open Source"
"866","41824","Pentaho"
"867","41824","Pipelines"
"868","41824","Power BI"
"869","41824","Python"
"870","41824","Robotics"
"871","41824","RPA"
"872","41824","Scrum"
"873","41824","Spark"
"874","41824","SQL"
"875","41824","SSIS"
"876","41824","Tableau"
"877","41825","Architecture"
"878","41825","Azure"
"879","41825","Business Intelligence"
"880","41825","Clustering"
"881","41825","Data analysis"
"882","41825","Data governance"
"883","41825","Data Mining"
"884","41825","Data pipelines"
"885","41825","Data visualization"
"886","41825","Engineering"
"887","41825","ETL"
"888","41825","Pipelines"
"889","41825","Power BI"
"890","41825","Qlik"
"891","41825","Scrum"
"892","41825","Security"
"893","41825","SQL"
"894","41825","Statistical modeling"
"895","41825","Statistics"
"896","41825","Tableau"
"897","41836","Agile"
"898","41836","Engineering"
"899","41836","Excel"
"900","41836","Finance"
"901","41836","Power BI"
"902","41836","Python"
"903","41836","R"
"904","41836","RDBMS"
"905","41836","Snowflake"
"906","41836","SQL"
"907","41836","Tableau"
"908","41821","Computer Science"
"909","41821","Data Analytics"
"910","41821","Finance"
"911","41821","Mathematics"
"912","41821","Statistics"
"913","41823","A/B testing"
"914","41823","Angular"
"915","41823","APIs"
"916","41823","Architecture"
"917","41823","Big Data"
"918","41823","BigQuery"
"919","41823","Data management"
"920","41823","Data Studio"
"921","41823","GCP"
"922","41823","Google Cloud"
"923","41823","Looker"
"924","41823","Node.js"
"925","41823","Qlik"
"926","41823","React"
"927","41823","SQL"
"928","41823","Testing"
"929","41818","Architecture"
"930","41818","Banking"
"931","41818","Blockchain"
"932","41818","Classification"
"933","41818","Computer Science"
"934","41818","Crypto"
"935","41818","Deep Learning"
"936","41818","Engineering"
"937","41818","Git"
"938","41818","Linux"
"939","41818","Machine Learning"
"940","41818","Mathematics"
"941","41818","ML models"
"942","41818","NLP"
"943","41818","NoSQL"
"944","41818","NumPy"
"945","41818","Pandas"
"946","41818","PhD"
"947","41818","Physics"
"948","41818","Python"
"949","41818","PyTorch"
"950","41818","Research"
"951","41818","Scikit-learn"
"952","41818","SQL"
"953","41818","Statistics"
"954","41818","TensorFlow"
"955","41786","Architecture"
"956","41786","AWS"
"957","41786","Data governance"
"958","41786","Data pipelines"
"959","41786","Data visualization"
"960","41786","Data Warehousing"
"961","41786","Engineering"
"962","41786","ETL"
"963","41786","Finance"
"964","41786","Lambda"
"965","41786","Pipelines"
"966","41786","Python"
"967","41786","QuickSight"
"968","41786","Redshift"
"969","41786","Security"
"970","41786","Shell scripting"
"971","41786","SQL"
"972","41786","Tableau"
"973","41781","Banking"
"974","41781","Blockchain"
"975","41781","Computer Science"
"976","41781","Crypto"
"977","41781","Engineering"
"978","41781","Finance"
"979","41781","Machine Learning"
"980","41781","Mathematics"
"981","41781","ML infrastructure"
"982","41781","MLOps"
"983","41781","Physics"
"984","41781","Security"
"985","41781","Statistics"
"986","41785","Athena"
"987","41785","AWS"
"988","41785","BigQuery"
"989","41785","DynamoDB"
"990","41785","FiveTran"
"991","41785","Git"
"992","41785","MongoDB"
"993","41785","Oracle"
"994","41785","PostgreSQL"
"995","41785","Python"
"996","41785","Snowflake"
"997","41785","SQL"
"998","41785","Tableau"
"999","41799","Banking"
"1000","41799","Blockchain"
"1001","41799","Business Analytics"
"1002","41799","Crypto"
"1003","41799","DataOps"
"1004","41799","Data pipelines"
"1005","41799","Engineering"
"1006","41799","Pipelines"
"1007","41799","SQL"
"1008","41810","Agile"
"1009","41810","Architecture"
"1010","41810","Data Analytics"
"1011","41810","Data warehouse"
"1012","41810","DevOps"
"1013","41810","ELT"
"1014","41810","Engineering"
"1015","41810","ETL"
"1016","41810","Git"
"1017","41810","MySQL"
"1018","41810","OLAP"
"1019","41810","Oracle"
"1020","41810","PostgreSQL"
"1021","41810","Power BI"
"1022","41810","Python"
"1023","41810","R"
"1024","41810","Scala"
"1025","41810","Spark"
"1026","41810","SQL"
"1027","41810","SSIS"
"1028","41810","T-SQL"
"1029","41816","Agile"
"1030","41816","API Development"
"1031","41816","APIs"
"1032","41816","Big Data"
"1033","41816","Business Intelligence"
"1034","41816","Computer Science"
"1035","41816","Data governance"
"1036","41816","Data visualization"
"1037","41816","Engineering"
"1038","41816","Hadoop"
"1039","41816","Kafka"
"1040","41816","Open Source"
"1041","41816","R"
"1042","41816","R&D"
"1043","41816","Spark"
"1044","41816","SQL"
"1045","41816","Tableau"
"1046","41816","TDD"
"1047","41816","Testing"
"1048","41790","Consulting"
"1049","41790","Data analysis"
"1050","41790","Industrial"
"1051","41790","Research"
"1052","41783","Agile"
"1053","41783","Ansible"
"1054","41783","Architecture"
"1055","41783","AWS"
"1056","41783","Azure"
"1057","41783","Big Data"
"1058","41783","Cassandra"
"1059","41783","Data management"
"1060","41783","DataOps"
"1061","41783","DevOps"
"1062","41783","GCP"
"1063","41783","Git"
"1064","41783","Grafana"
"1065","41783","HBase"
"1066","41783","MongoDB"
"1067","41783","NoSQL"
"1068","41783","PHP"
"1069","41783","Power BI"
"1070","41783","Python"
"1071","41783","Qlik"
"1072","41783","Robotics"
"1073","41783","RPA"
"1074","41783","SQL"
"1075","41783","Tableau"
"1076","41794","Big Data"
"1077","41794","Data management"
"1078","41794","PHP"
"1079","41794","Power BI"
"1080","41794","Python"
"1081","41794","Qlik"
"1082","41794","QlikView"
"1083","41794","Robotics"
"1084","41794","RPA"
"1085","41794","Tableau"
"1086","41795","Banking"
"1087","41795","Business Intelligence"
"1088","41795","C++"
"1089","41795","Data visualization"
"1090","41795","Excel"
"1091","41795","Power BI"
"1092","41795","SQL"
"1093","41795","Tableau"
"1094","41805","Agile"
"1095","41805","Bitbucket"
"1096","41805","Business Intelligence"
"1097","41805","Data analysis"
"1098","41805","Data Analytics"
"1099","41805","Excel"
"1100","41805","Git"
"1101","41805","Machine Learning"
"1102","41805","Pandas"
"1103","41805","Power BI"
"1104","41805","Python"
"1105","41805","SQL"
"1106","41805","Tableau"
"1107","41805","Testing"
"1108","41803","Data Analytics"
"1109","41803","Excel"
"1110","41803","Julia"
"1111","41803","Power BI"
"1112","41803","SQL"
"1113","41798","Azure"
"1114","41798","Big Data"
"1115","41798","Bitbucket"
"1116","41798","CI/CD"
"1117","41798","Computer Science"
"1118","41798","DevOps"
"1119","41798","Engineering"
"1120","41798","Git"
"1121","41798","Python"
"1122","41798","Scala"
"1123","41798","Spark"
"1124","41798","Terraform"
"1125","41798","Testing"
"1126","41784","API Development"
"1127","41784","APIs"
"1128","41784","AWS"
"1129","41784","Big Data"
"1130","41784","Data Analytics"
"1131","41784","Data pipelines"
"1132","41784","Engineering"
"1133","41784","ETL"
"1134","41784","Pipelines"
"1135","41784","Python"
"1136","41817","Agile"
"1137","41817","Angular"
"1138","41817","API Development"
"1139","41817","APIs"
"1140","41817","Architecture"
"1141","41817","Big Data"
"1142","41817","Computer Science"
"1143","41817","DB2"
"1144","41817","Git"
"1145","41817","Hadoop"
"1146","41817","HBase"
"1147","41817","HDFS"
"1148","41817","Kafka"
"1149","41817","Map Reduce"
"1150","41817","Maven"
"1151","41817","Microservices"
"1152","41817","MongoDB"
"1153","41817","MySQL"
